Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_profit_on_a_100_credit_winnin_bet,Blue_profit_on_a_100_credit_winnin_bet
2329,Sarah Kaufman,Valentina Shevchenko,-115,-105,Blue,86.95652174,95.23809524
2330,Josh Samman,Tamdan McCrory,-220,180,Blue,45.45454545,180.0
2331,Nik Lentz,Danny Castillo,-140,120,Red,71.42857143,120.0
2332,Kamaru Usman,Leon Edwards,-240,200,Red,41.66666667,200.0
2333,Hayder Hassan,Vicente Luque,110,-130,Blue,110.0,76.92307692
2334,Francis Ngannou,Luis Henrique,-140,120,Red,71.42857143,120.0
2335,Jose Aldo,Conor McGregor,-115,-105,Blue,86.95652174,95.23809524
2336,Chris Weidman,Luke Rockhold,-150,130,Blue,66.66666667,130.0
2337,Jacare Souza,Yoel Romero,-140,120,Blue,71.42857143,120.0
2338,Demian Maia,Gunnar Nelson,105,-125,Red,105.0,80.0
2339,Max Holloway,Jeremy Stephens,-450,360,Red,22.22222222,360.0
2340,Urijah Faber,Frankie Saenz,-490,390,Red,20.40816327,390.0
2341,Tecia Torres,Jocelyn Jones-Lybarger,-290,245,Red,34.48275862,245.0
2342,Warlley Alves,Colby Covington,105,-125,Red,105.0,80.0
2343,Leonardo Santos,Kevin Lee,475,-650,Red,475.0,15.38461538
2344,Joe Proctor,Magomed Mustafaev,300,-360,Blue,300.0,27.77777778
2345,John Makdessi,Yancy Medeiros,-170,150,Blue,58.82352941,150.0
2346,Court McGee,Marcio Alexandre Junior,-165,145,Red,60.60606061,145.0
2347,Frankie Edgar,Chad Mendes,-135,115,Red,74.07407407,115.0
2348,Artem Lobov,Ryan Hall,-165,145,Blue,60.60606061,145.0
2349,Edson Barboza,Tony Ferguson,130,-150,Blue,130.0,66.66666667
2350,Joe Lauzon,Evan Dunham,165,-190,Blue,165.0,52.63157895
2351,Tatsuya Kawajiri,Jason Knight,-275,235,Red,36.36363636,235.0
2352,Julian Erosa,Marcin Wrzosek,105,-125,Red,105.0,80.0
2353,Gabriel Gonzaga,Konstantin Erokhin,120,-140,Red,120.0,71.42857143
2354,Ryan LaFlare,Mike Pierce,-220,180,Red,45.45454545,180.0
2355,Joby Sanchez,Geane Herrera,110,-130,Blue,110.0,76.92307692
2356,Chris Gruetzemacher,Abner Lloveras,-145,125,Red,68.96551724,125.0
2357,Rose Namajunas,Paige VanZant,120,-140,Red,120.0,71.42857143
2358,Jim Miller,Michael Chiesa,130,-150,Blue,130.0,66.66666667
2359,Sage Northcutt,Cody Pfister,-1000,650,Red,10.0,650.0
2360,Elias Theodorou,Thiago Santos,-225,185,Blue,44.44444444,185.0
2361,Tim Means,John Howard,-410,330,Red,24.390243899999998,330.0
2362,Omari Akhmedov,Sergio Moraes,-145,125,Blue,68.96551724,125.0
2363,Aljamain Sterling,Johnny Eduardo,-640,470,Red,15.625,470.0
2364,Santiago Ponzinibbio,Andreas Stahl,-170,150,Red,58.82352941,150.0
2365,Danny Roberts,Nathan Coy,-150,140,Red,66.66666667,140.0
2366,Zubaira Tukhugov,Phillipe Nover,-355,295,Red,28.16901408,295.0
2367,Kailin Curran,Emily Peters Kagan,-360,300,Red,27.77777778,300.0
2368,Benson Henderson,Jorge Masvidal,-230,190,Red,43.47826087,190.0
2369,Dong Hyun Kim,Dominic Waters,-800,550,Red,12.5,550.0
2370,Yoshihiro Akiyama,Alberto Mina,-145,125,Blue,68.96551724,125.0
2371,Dooho Choi,Sam Sicilia,-250,210,Red,40.0,210.0
2372,Dongi Yang,Jake Collier,105,-125,Red,105.0,80.0
2373,Yui Chul Nam,Mike de la Torre,-115,-105,Blue,86.95652174,95.23809524
2374,Tae Hyun Bang,Leo Kuntz,270,-330,Red,270.0,30.303030300000003
2375,Seohee Ham,Cortney Casey,120,-140,Red,120.0,71.42857143
2376,Yao Zhikui,Fredy Serrano,135,-155,Blue,135.0,64.51612903
2377,Ning Guangyou,Marco Beltran,-160,140,Blue,62.5,140.0
2378,Dominique Steele,Dong Hyun Ma,-130,110,Red,76.92307692,110.0
2379,Neil Magny,Kelvin Gastelum,270,-330,Red,270.0,30.303030300000003
2380,Ricardo Lamas,Diego Sanchez,-440,350,Red,22.72727273,350.0
2381,Jussier Formiga,Henry Cejudo,425,-550,Blue,425.0,18.18181818
2382,Erick Montano,Enrique Marin,-230,190,Red,43.47826087,190.0
2383,Horacio Gutierrez,Enrique Barzola,-210,175,Blue,47.61904762,175.0
2384,Efrain Escudero,Leandro Silva,130,-150,Blue,130.0,66.66666667
2385,Erik Perez,Taylor Lapilus,-150,130,Red,66.66666667,130.0
2386,Hector Urbina,Bartosz Fabinski,155,-175,Blue,155.0,57.14285714
2387,Alejandro Perez,Scott Jorgensen,115,-135,Red,115.0,74.07407407
2388,Gabriel Benitez,Andre Fili,190,-230,Blue,190.0,43.47826087
2389,Vernon Ramos,Alvaro Herrera,-170,150,Blue,58.82352941,150.0
2390,Cesar Arzamendia,Polo Reyes,-190,165,Blue,52.63157895,165.0
2391,Valmir Lazaro,Michel Prazeres,115,-135,Blue,115.0,74.07407407
2392,Ronda Rousey,Holly Holm,-750,525,Blue,13.33333333,525.0
2393,Joanna Jedrzejczyk,Valerie Letourneau,-1400,925,Red,7.142857143,925.0
2394,Mark Hunt,Antonio Silva,-290,245,Red,34.48275862,245.0
2395,Uriah Hall,Robert Whittaker,-155,135,Blue,64.51612903,135.0
2396,Stefan Struve,Jared Rosholt,-160,140,Blue,62.5,140.0
2397,Jake Matthews,Akbarh Arreola,-1000,650,Red,10.0,650.0
2398,Kyle Noke,Peter Sobotta,205,-245,Red,205.0,40.81632653
2399,Anthony Perosh,Gian Villante,450,-600,Blue,450.0,16.66666667
2400,Richie Vaculik,Danny Martinez,-135,115,Blue,74.07407407,115.0
2401,Daniel Kelly,Steve Montgomery,230,-270,Red,230.0,37.03703704
2402,Richard Walsh,Steve Kennedy,-420,335,Red,23.80952381,335.0
2403,James Moontasri,Anton Zafir,-400,325,Red,25.0,325.0
2404,Ben Nguyen,Ryan Benoit,-130,110,Red,76.92307692,110.0
2405,Vitor Belfort,Dan Henderson,-320,270,Red,31.25,270.0
2406,Glover Teixeira,Patrick Cummins,-525,415,Red,19.04761905,415.0
2407,Thomas Almeida,Anthony Birchak,-525,415,Red,19.04761905,415.0
2408,Alex Oliveira,Piotr Hallmann,-280,240,Red,35.71428571,240.0
2409,Gilbert Burns,Rashid Magomedov,155,-175,Blue,155.0,57.14285714
2410,Fabio Maldonado,Corey Anderson,500,-700,Blue,500.0,14.28571429
2411,Gleison Tibau,Abel Trujillo,-130,110,Blue,76.92307692,110.0
2412,Yan Cabral,Johnny Case,170,-200,Blue,170.0,50.0
2413,Clay Guida,Thiago Tavares,-170,160,Blue,58.82352941,160.0
2414,Kevin Souza,Chas Skelly,160,-185,Blue,160.0,54.05405405
2415,Viscardi Andrade,Gasan Umalatov,110,-130,Red,110.0,76.92307692
2416,Pedro Munhoz,Jimmie Rivera,-170,150,Blue,58.82352941,150.0
2417,Bruno Korea,Matheus Nicolau,165,-190,Blue,165.0,52.63157895
2418,Paddy Holohan,Louis Smolka,160,-185,Blue,160.0,54.05405405
2419,Norman Parke,Reza Madadi,-240,200,Red,41.66666667,200.0
2420,Neil Seery,Jon Delos Reyes,-130,110,Red,76.92307692,110.0
2421,Stevie Ray,Mickael Lebout,-550,425,Red,18.18181818,425.0
2422,Aisling Daly,Ericka Almeida,100,-120,Red,100.0,83.33333333
2423,Scott Askham,Krzysztof Jotko,-145,125,Blue,68.96551724,125.0
2424,Cathal Pendred,Tom Breese,240,-280,Blue,240.0,35.71428571
2425,Darren Elkins,Rob Whiteford,-155,135,Red,64.51612903,135.0
2426,Bubba Bush,Garreth McLellan,-330,270,Blue,30.303030300000003,270.0
2427,Daniel Cormier,Alexander Gustafsson,-255,215,Red,39.21568627,215.0
2428,Ryan Bader,Rashad Evans,115,-135,Red,115.0,74.07407407
2429,Shawn Jordan,Ruslan Magomedov,165,-190,Blue,165.0,52.63157895
2430,Joseph Benavidez,Ali Bagautinov,-340,280,Red,29.41176471,280.0
2431,Jessica Eye,Julianna Pena,220,-260,Blue,220.0,38.46153846
2432,Yair Rodriguez,Dan Hooker,-270,230,Red,37.03703704,230.0
2433,Alan Jouban,Albert Tumenov,220,-260,Blue,220.0,38.46153846
2434,Adriano Martins,Islam Makhachev,110,-130,Red,110.0,76.92307692
2435,Rose Namajunas,Angela Hill,-265,245,Red,37.73584906,245.0
2436,Francisco Trevino,Sage Northcutt,375,-470,Blue,375.0,21.27659574
2437,Chris Cariaso,Sergio Pettis,170,-200,Blue,170.0,50.0
2438,Derrick Lewis,Viktor Pesta,150,-170,Red,150.0,58.82352941
2439,Josh Barnett,Roy Nelson,-345,285,Red,28.98550725,285.0
2440,Gegard Mousasi,Uriah Hall,-400,325,Blue,25.0,325.0
2441,Kyoji Horiguchi,Chico Camus,-420,335,Red,23.80952381,335.0
2442,Takeya Mizugaki,George Roop,-240,200,Red,41.66666667,200.0
2443,Katsunori Kikuno,Diego Brandao,210,-230,Blue,210.0,43.47826087
2444,Keita Nakamura,Li Jingliang,255,-310,Red,255.0,32.25806452
2445,Nick Hein,Yusuke Kasuya,-365,305,Red,27.39726027,305.0
2446,Naoyuki Kotani,Kajan Johnson,260,-320,Blue,260.0,31.25
2447,Shinsho Anzai,Roger Zapata,-115,-105,Red,86.95652174,95.23809524
2448,Demetrious Johnson,John Dodson,-560,430,Red,17.85714286,430.0
2449,Andrei Arlovski,Frank Mir,-155,135,Red,64.51612903,135.0
2450,Anthony Johnson,Jimi Manuwa,-750,525,Red,13.33333333,525.0
2451,Jan Blachowicz,Corey Anderson,-105,-115,Blue,95.23809524,86.95652174
2452,Paige VanZant,Alex Chambers,-1500,1000,Red,6.666666667,1000.0
2453,Ross Pearson,Paul Felder,350,-440,Red,350.0,22.72727273
2454,Francisco Rivera,John Lineker,130,-150,Blue,130.0,66.66666667
2455,Jessica Andrade,Raquel Pennington,-170,150,Blue,58.82352941,150.0
2456,Clay Collard,Tiago Trator,-145,125,Blue,68.96551724,125.0
2457,Joe Riggs,Ron Stallings,195,-235,Red,195.0,42.55319149
2458,Joaquim Silva,Nazareno Malegarie,105,-125,Red,105.0,80.0
2459,Max Holloway,Charles Oliveira,-255,215,Red,39.21568627,215.0
2460,Neil Magny,Erick Silva,170,-200,Red,170.0,50.0
2461,Patrick Cote,Joshua Burkman,150,-170,Red,150.0,58.82352941
2462,Chad Laprise,Francisco Trinaldo,-460,365,Blue,21.73913043,365.0
2463,Olivier Aubin-Mercier,Tony Sims,-200,170,Red,50.0,170.0
2464,Maryna Moroz,Valerie Letourneau,-265,225,Blue,37.73584906,225.0
2465,Sam Stout,Frankie Perez,135,-145,Blue,135.0,68.96551724
2466,Yves Jabouin,Felipe Arantes,220,-260,Blue,220.0,38.46153846
2467,Marcos Rogerio de Lima,Nikita Krylov,-150,130,Blue,66.66666667,130.0
2468,Chris Kelades,Chris Beal,140,-160,Red,140.0,62.5
2469,Shane Campbell,Elias Silverio,210,-250,Red,210.0,40.0
2470,Misha Cirkunov,Daniel Jolly,-570,435,Red,17.54385965,435.0
2471,Glover Teixeira,Ovince Saint Preux,120,-140,Red,120.0,71.42857143
2472,Michael Johnson,Beneil Dariush,-140,120,Blue,71.42857143,120.0
2473,Derek Brunson,Sam Alvey,-380,315,Red,26.31578947,315.0
2474,Jared Rosholt,Tim Johnson,-245,205,Red,40.81632653,205.0
2475,Sara McMann,Amanda Nunes,-260,220,Blue,38.46153846,220.0
2476,Ray Borg,Geane Herrera,-440,350,Red,22.72727273,350.0
2477,Uriah Hall,Oluwale Bamgbose,-320,260,Red,31.25,260.0
2478,Chris Camozzi,Tom Watson,-135,115,Red,74.07407407,115.0
2479,Dustin Ortiz,Willie Gates,-480,383,Red,20.83333333,383.0
2480,Frankie Saenz,Sirwan Kakai,105,-125,Red,105.0,80.0
2481,Chris Dempsey,Jonathan Wilson,105,-125,Blue,105.0,80.0
2482,Marlon Vera,Roman Salazar,-125,105,Red,80.0,105.0
2483,Anthony Christodoulou,Scott Holtzman,775,-1200,Blue,775.0,8.333333332999999
2484,Ronda Rousey,Bethe Correia,-1700,1100,Red,5.882352941000001,1100.0
2485,Mauricio Rua,Rogerio Nogueira,-230,190,Red,43.47826087,190.0
2486,Glaico Franca,Fernando Bruno,-210,175,Red,47.61904762,175.0
2487,Reginaldo Vieira,Dileno Lopes,360,-450,Red,360.0,22.22222222
2488,Stefan Struve,Minotauro Nogueira,-175,155,Red,57.14285714,155.0
2489,Antonio Silva,Soa Palelei,160,-185,Red,160.0,54.05405405
2490,Claudia Gadelha,Jessica Aguilar,-450,360,Red,22.22222222,360.0
2491,Demian Maia,Neil Magny,-240,200,Red,41.66666667,200.0
2492,Rafael Feijao,Patrick Cummins,165,-190,Blue,165.0,52.63157895
2493,Warlley Alves,Nordine Taleb,-340,280,Red,29.41176471,280.0
2494,Iuri Alcantara,Leandro Issa,-250,210,Red,40.0,210.0
2495,Vitor Miranda,Clint Hester,120,-140,Red,120.0,71.42857143
2496,Hugo Viana,Guido Cannetti,-600,450,Blue,16.66666667,450.0
2497,TJ Dillashaw,Renan Barao,-200,170,Red,50.0,170.0
2498,Miesha Tate,Jessica Eye,-200,170,Red,50.0,170.0
2499,Edson Barboza,Paul Felder,-155,135,Red,64.51612903,135.0
2500,Joe Lauzon,Takanori Gomi,-310,255,Red,32.25806452,255.0
2501,Gian Villante,Tom Lawlor,-220,180,Blue,45.45454545,180.0
2502,Jim Miller,Danny Castillo,-140,120,Red,71.42857143,120.0
2503,Kenny Robertson,Ben Saunders,-135,115,Blue,74.07407407,115.0
2504,Eddie Wineland,Bryan Caraway,-140,120,Blue,71.42857143,120.0
2505,Daron Cruickshank,James Krause,-200,170,Blue,50.0,170.0
2506,Ramsey Nijem,Andrew Holbrook,-155,135,Blue,64.51612903,135.0
2507,Jessamyn Duke,Elizabeth Phillips,130,-150,Blue,130.0,66.66666667
2508,Zak Cummings,Dominique Steele,-380,340,Red,26.31578947,340.0
2509,Michael Bisping,Thales Leites,-135,115,Red,74.07407407,115.0
2510,Ross Pearson,Evan Dunham,-245,205,Blue,40.81632653,205.0
2511,Joe Duffy,Ivan Jorge,-1000,650,Red,10.0,650.0
2512,Joanne Calderwood,Cortney Casey,-230,190,Red,43.47826087,190.0
2513,Leon Edwards,Pawel Pawlak,-400,325,Red,25.0,325.0
2514,Stevie Ray,Leonardo Mafra,-225,185,Red,44.44444444,185.0
2515,Paddy Holohan,Vaughan Lee,-145,125,Red,68.96551724,125.0
2516,Ilir Latifi,Hans Stringer,-235,195,Red,42.55319149,195.0
2517,Mickael Lebout,Teemu Packalen,120,-140,Red,120.0,71.42857143
2518,Rob Whiteford,Paul Redmond,-160,140,Red,62.5,140.0
2519,Marcus Brimage,Jimmie Rivera,130,-140,Blue,130.0,71.42857143
2520,Daniel Omielanczuk,Chris de la Rocha,-130,120,Red,76.92307692,120.0
2521,Frank Mir,Todd Duffee,165,-190,Red,165.0,52.63157895
2522,Josh Thomson,Tony Ferguson,230,-270,Blue,230.0,37.03703704
2523,Holly Holm,Marion Reneau,-255,215,Red,39.21568627,215.0
2524,Scott Jorgensen,Manvel Gamburyan,170,-200,Blue,170.0,50.0
2525,Kevin Lee,James Moontasri,-315,285,Red,31.74603175,285.0
2526,Alan Jouban,Matt Dwyer,-500,400,Red,20.0,400.0
2527,Sam Sicilia,Yaotzin Meza,-265,225,Red,37.73584906,225.0
2528,Jessica Andrade,Sarah Moras,-500,400,Red,20.0,400.0
2529,Rani Yahya,Masanori Kanehara,115,-135,Red,115.0,74.07407407
2530,Igor Araujo,Sean Strickland,375,-470,Blue,375.0,21.27659574
2531,Kevin Casey,Ildemar Alcantara,120,-140,Red,120.0,71.42857143
2532,Andrew Craig,Lyman Good,230,-270,Blue,230.0,37.03703704
2533,Jake Ellenberger,Stephen Thompson,205,-245,Blue,205.0,40.81632653
2534,Kamaru Usman,Hayder Hassan,-240,200,Red,41.66666667,200.0
2535,Michael Graves,Vicente Luque,160,-185,Red,160.0,54.05405405
2536,Jorge Masvidal,Cezar Ferreira,-200,170,Red,50.0,170.0
2537,Angela Magana,Michelle Waterson,650,-1000,Blue,650.0,10.0
2538,Maximo Blanco,Mike de la Torre,155,-175,Red,155.0,57.14285714
2539,Josh Samman,Caio Magalhaes,100,-120,Red,100.0,83.33333333
2540,Russell Doane,Jerrod Sanders,-470,375,Blue,21.27659574,375.0
2541,Dan Miller,Trevor Smith,-105,-115,Blue,95.23809524,86.95652174
2542,George Sullivan,Dominic Waters,-250,210,Red,40.0,210.0
2543,Darrell Montague,Willie Gates,120,-130,Blue,120.0,76.92307692
2544,Chad Mendes,Conor McGregor,165,-190,Blue,165.0,52.63157895
2545,Robbie Lawler,Rory MacDonald,145,-165,Red,145.0,60.60606061
2546,Dennis Bermudez,Jeremy Stephens,-245,205,Blue,40.81632653,205.0
2547,Gunnar Nelson,Brandon Thatch,150,-170,Red,150.0,58.82352941
2548,Brad Pickett,Thomas Almeida,500,-700,Blue,500.0,14.28571429
2549,Matt Brown,Tim Means,-150,130,Red,66.66666667,130.0
2550,Mike Swick,Alex Garcia,375,-470,Blue,375.0,21.27659574
2551,Cathal Pendred,John Howard,-135,115,Blue,74.07407407,115.0
2552,Cody Garbrandt,Henry Briones,-1000,650,Red,10.0,650.0
2553,Neil Seery,Louis Smolka,115,-135,Blue,115.0,74.07407407
2554,Yosdenis Cedeno,Cody Pfister,-250,210,Blue,40.0,210.0
2555,Lyoto Machida,Yoel Romero,-165,145,Blue,60.60606061,145.0
2556,Santiago Ponzinibbio,Lorenz Larkin,150,-170,Blue,150.0,58.82352941
2557,Antonio Carlos Junior,Eddie Gordon,-170,150,Red,58.82352941,150.0
2558,Thiago Santos,Steve Bosse,-175,155,Red,57.14285714,155.0
2559,Hacran Dias,Levan Makashvili,-145,125,Red,68.96551724,125.0
2560,Alex Oliveira,Joe Merritt,-425,340,Red,23.52941176,340.0
2561,Leandro Silva,Lewis Gonzalez,-190,165,Red,52.63157895,165.0
2562,Steve Montgomery,Tony Sims,100,-120,Blue,100.0,83.33333333
2563,Danny Martinez,Sirwan Kakai,-115,-105,Blue,86.95652174,95.23809524
2564,Joanna Jedrzejczyk,Jessica Penne,-900,600,Red,11.11111111,600.0
2565,Dennis Siver,Tatsuya Kawajiri,-150,130,Blue,66.66666667,130.0
2566,Peter Sobotta,Steve Kennedy,-370,310,Red,27.02702703,310.0
2567,Nick Hein,Lukasz Sajewski,-150,130,Red,66.66666667,130.0
2568,Makwan Amirkhani,Masio Fullen,-260,240,Red,38.46153846,240.0
