Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner
1128,Nicco Montano,Roxanne Modafferi,-210.0,175.0,Red
1129,Sean O'Malley,Terrion Ware,-230.0,190.0,Red
1130,Barb Honchak,Lauren Murphy,-240.0,200.0,Blue
1131,Eric Spicely,Gerald Meerschaert,150.0,-170.0,Blue
1132,DeAnna Bennett,Melinda Fabian,-550.0,425.0,Draw
1133,Joe Soto,Brett Johns,145.0,-165.0,Blue
1134,Christina Marks,Montana De La Rosa,300.0,-360.0,Blue
1135,Andrew Sanchez,Ryan Janes,-600.0,450.0,Blue
1136,Karine Gevorgyan,Rachael Ostovich,375.0,-420.0,Blue
1137,Ariel Beck,Shana Dobson,165.0,-190.0,Blue
1138,Gillian Robertson,Emily Whitmire,165.0,-190.0,Red
1139,Michael Bisping,Kelvin Gastelum,243.0,-285.0,Blue
1140,Li Jingliang,Zak Ottow,-200.0,170.0,Red
1141,Wang Guan,Alex Caceres,120.0,-140.0,Red
1142,Muslim Salikhov,Alex Garcia,-220.0,180.0,Blue
1143,Zabit Magomedsharipov,Sheymon Moraes,-500.0,400.0,Red
1144,Song Kenan,Bobby Nash,250.0,-300.0,Red
1145,Kailin Curran,Yan Xiaonan,120.0,-140.0,Blue
1146,Song Yadong,Bharat Kandare,-160.0,140.0,Red
1147,Chase Sherman,Shamil Abdurakhimov,105.0,-125.0,Blue
1148,Wu Yanan,Gina Mazany,-130.0,120.0,Blue
1149,Wuliji Buren,Rolando Dy,140.0,-150.0,Blue
1150,Cyril Asker,Hu Yaozong,-250.0,210.0,Red
1151,Fabricio Werdum,Marcin Tybura,-300.0,250.0,Red
1152,Bec Rawlings,Jessica-Rose Clark,-130.0,110.0,Blue
1153,Tim Means,Belal Muhammad,-210.0,175.0,Blue
1154,Jake Matthews,Bojan Velickovic,-140.0,120.0,Red
1155,Elias Theodorou,Daniel Kelly,-310.0,255.0,Red
1156,Alexander Volkanovski,Shane Young,-640.0,470.0,Red
1157,Ryan Benoit,Ashkan Mokhtarian,-290.0,245.0,Red
1158,Nik Lentz,Will Brooks,345.0,-430.0,Red
1159,Rashad Coulter,Tai Tuivasa,155.0,-175.0,Blue
1160,Damien Brown,Frank Camacho,105.0,-125.0,Blue
1161,Alex Chambers,Nadia Kassem,170.0,-200.0,Blue
1162,Jenel Lausa,Eric Shelton,270.0,-330.0,Blue
1163,Anthony Hamilton,Adam Wieczorek,155.0,-175.0,Blue
1164,Dustin Poirier,Anthony Pettis,-110.0,-110.0,Red
1165,Matt Brown,Diego Sanchez,-350.0,290.0,Red
1166,Junior Albini,Andrei Arlovski,-320.0,260.0,Blue
1167,Nate Marquardt,Cezar Ferreira,225.0,-265.0,Blue
1168,Raphael Assuncao,Matthew Lopez,-370.0,310.0,Red
1169,Joe Lauzon,Clay Guida,105.0,-125.0,Blue
1170,John Dodson,Marlon Moraes,-125.0,105.0,Blue
1171,Tatiana Suarez,Viviane Pereira,-285.0,243.0,Red
1172,Sage Northcutt,Michel Quinones,-190.0,165.0,Red
1173,Angela Hill,Nina Ansaroff,-170.0,150.0,Blue
1174,Court McGee,Sean Strickland,245.0,-290.0,Blue
1175,Jake Collier,Marcel Fortuna,215.0,-255.0,Red
1176,Darren Stewart,Karl Roberson,185.0,-255.0,Blue
1177,Michael Bisping,Georges St-Pierre,-120.0,100.0,Blue
1178,Cody Garbrandt,TJ Dillashaw,-210.0,175.0,Blue
1179,Joanna Jedrzejczyk,Rose Namajunas,-700.0,500.0,Blue
1180,Stephen Thompson,Jorge Masvidal,-190.0,165.0,Red
1181,Johny Hendricks,Paulo Costa,305.0,-365.0,Blue
1182,James Vick,Joe Duffy,135.0,-155.0,Red
1183,Walt Harris,Mark Godbeer,-370.0,310.0,Blue
1184,Ovince Saint Preux,Corey Anderson,-175.0,155.0,Red
1185,Randy Brown,Mickey Gall,105.0,-125.0,Red
1186,Aleksei Oleinik,Curtis Blaydes,250.0,-300.0,Blue
1187,Aiemann Zahabi,Ricardo Ramos,165.0,-190.0,Blue
1188,Derek Brunson,Lyoto Machida,-145.0,135.0,Red
1189,Demian Maia,Colby Covington,-120.0,100.0,Blue
1190,Pedro Munhoz,Rob Font,155.0,-175.0,Red
1191,Francisco Trinaldo,Jim Miller,-220.0,180.0,Red
1192,Thiago Santos,Jack Hermansson,-110.0,-110.0,Red
1193,John Lineker,Marlon Vera,-485.0,385.0,Red
1194,Vicente Luque,Niko Price,-130.0,110.0,Red
1195,Antonio Carlos Junior,Jack Marshman,-370.0,330.0,Red
1196,Hacran Dias,Jared Gordon,135.0,-155.0,Blue
1197,Elizeu Zaleski dos Santos,Max Griffin,-230.0,190.0,Red
1198,Deiveson Figueiredo,Jarred Brooks,125.0,-145.0,Red
1199,Marcelo Golm,Christian Colombo,-265.0,225.0,Red
1200,Donald Cerrone,Darren Till,-150.0,130.0,Blue
1201,Karolina Kowalkiewicz,Jodie Esquibel,-600.0,450.0,Red
1202,Jan Blachowicz,Devin Clark,130.0,-150.0,Red
1203,Oskar Piechota,Jonathan Wilson,-220.0,180.0,Red
1204,Marcin Held,Nasrat Haqparast,-355.0,295.0,Red
1205,Damian Stasiak,Brian Kelleher,-115.0,-105.0,Blue
1206,Sam Alvey,Ramazan Emeev,130.0,-150.0,Blue
1207,Artem Lobov,Andre Fili,150.0,-170.0,Blue
1208,Salim Touahri,Warlley Alves,250.0,-300.0,Blue
1209,Lina Lansberg,Aspen Ladd,200.0,-240.0,Blue
1210,Felipe Arantes,Josh Emmett,200.0,-240.0,Blue
1211,Tony Ferguson,Kevin Lee,-290.0,245.0,Red
1212,Demetrious Johnson,Ray Borg,-1000.0,650.0,Red
1213,Fabricio Werdum,Walt Harris,-210.0,175.0,Red
1214,Mara Romero Borella,Kalindra Faria,215.0,-255.0,Red
1215,Beneil Dariush,Evan Dunham,-230.0,190.0,Draw
1216,Tom Duquesnoy,Cody Stamann,-160.0,140.0,Blue
1217,Lando Vannata,Bobby Green,-175.0,155.0,Draw
1218,Pearl Gonzalez,Poliana Botelho,140.0,-160.0,Blue
1219,Matt Schnell,Marco Beltran,-125.0,105.0,Red
1220,John Moraga,Magomed Bibulatov,425.0,-550.0,Red
1221,Thales Leites,Brad Tavares,155.0,-175.0,Blue
1222,Ovince Saint Preux,Yushin Okami,-430.0,345.0,Red
1223,Claudia Gadelha,Jessica Andrade,-290.0,245.0,Blue
1224,Takanori Gomi,Dong Hyun Ma,290.0,-350.0,Blue
1225,Gokhan Saki,Henrique da Silva,-200.0,170.0,Red
1226,Teruto Ishihara,Rolando Dy,-155.0,135.0,Red
1227,Jussier Formiga,Ulka Sasaki,-420.0,335.0,Red
1228,Keita Nakamura,Alex Morono,-110.0,-110.0,Red
1229,Syuri Kondo,Chanmi Jeon,-150.0,130.0,Red
1230,Shinsho Anzai,Luke Jumeau,215.0,-255.0,Red
1231,Daichi Abe,Hyun Gyu Lim,100.0,-120.0,Red
1232,Luke Rockhold,David Branch,-500.0,400.0,Red
1233,Mike Perry,Alex Reyes,-420.0,335.0,Red
1234,Hector Lombard,Anthony Smith,135.0,-155.0,Blue
1235,Gregor Gillespie,Jason Gonzalez,-420.0,335.0,Red
1236,Kamaru Usman,Sergio Moraes,-1000.0,650.0,Red
1237,Justin Ledet,Zu Anyanwu,-470.0,375.0,Red
1238,Anthony Rocco Martin,Olivier Aubin-Mercier,-115.0,-105.0,Blue
1239,Anthony Hamilton,Daniel Spitz,-192.0,177.0,Blue
1240,Krzysztof Jotko,Uriah Hall,-200.0,170.0,Blue
1241,Jason Saggo,Gilbert Burns,130.0,-150.0,Blue
1242,Amanda Nunes,Valentina Shevchenko,125.0,-145.0,Red
1243,Neil Magny,Rafael Dos Anjos,165.0,-190.0,Blue
1244,Henry Cejudo,Wilson Reis,-400.0,325.0,Red
1245,Ilir Latifi,Tyson Pedro,120.0,-140.0,Red
1246,Jeremy Stephens,Gilbert Melendez,-115.0,-105.0,Red
1247,Sara McMann,Ketlen Vieira,-200.0,170.0,Blue
1248,Sarah Moras,Ashlee Evans-Smith,260.0,-320.0,Red
1249,Gavin Tucker,Rick Glenn,-370.0,310.0,Blue
1250,Mitch Clarke,Alex White,180.0,-220.0,Blue
1251,Luis Henrique,Arjan Bhullar,175.0,-210.0,Blue
1252,Kajan Johnson,Adriano Martins,450.0,-600.0,Red
1253,Alexander Volkov,Stefan Struve,-130.0,110.0,Red
1254,Siyar Bahadurzada,Rob Wilkinson,-130.0,110.0,Red
1255,Marion Reneau,Talita Bernardo,-320.0,260.0,Red
1256,Leon Edwards,Bryan Barberena,-250.0,210.0,Red
1257,Darren Till,Bojan Velickovic,-190.0,165.0,Red
1258,Mairbek Taisumov,Felipe Silva,-525.0,450.0,Red
1259,Michel Prazeres,Mads Burnell,-390.0,320.0,Red
1260,Rustam Khabilov,Desmond Green,-250.0,210.0,Red
1261,Francimar Barroso,Aleksandar Rakic,125.0,-145.0,Blue
1262,Mike Santiago,Zabit Magomedsharipov,325.0,-400.0,Blue
1263,Bojan Mihajlovic,Abdul-Kerim Edilov,485.0,-670.0,Blue
1264,Thibault Gouti,Andrew Holbrook,155.0,-175.0,Red
1265,Sergio Pettis,Brandon Moreno,155.0,-175.0,Red
1266,Randa Markos,Alexa Grasso,180.0,-220.0,Blue
1267,Alan Jouban,Niko Price,-165.0,145.0,Blue
1268,Martin Bravo,Humberto Bandenay,-300.0,250.0,Blue
1269,Sam Alvey,Rashad Evans,-130.0,110.0,Red
1270,Alejandro Perez,Andre Soukhamthath,-165.0,145.0,Red
1271,Bradley Scott,Jack Hermansson,240.0,-280.0,Blue
1272,Dustin Ortiz,Hector Sandoval,-175.0,155.0,Red
1273,Henry Briones,Rani Yahya,190.0,-230.0,Blue
1274,Jose Quinonez,Diego Rivas,-245.0,205.0,Red
1275,Joseph Morales,Roberto Sanchez,100.0,-120.0,Red
1276,Alvaro Herrera,Jordan Rinaldi,185.0,-225.0,Blue
1277,Daniel Cormier,Jon Jones,265.0,-325.0,Draw
1278,Tyron Woodley,Demian Maia,-220.0,180.0,Red
1279,Cris Cyborg,Tonya Evinger,-1250.0,800.0,Red
1280,Robbie Lawler,Donald Cerrone,-155.0,135.0,Red
1281,Jimi Manuwa,Volkan Oezdemir,-175.0,155.0,Blue
1282,Ricardo Lamas,Jason Knight,-105.0,-115.0,Red
1283,Aljamain Sterling,Renan Barao,110.0,-130.0,Red
1284,Brian Ortega,Renato Moicano,160.0,-185.0,Red
1285,Andre Fili,Calvin Kattar,-175.0,155.0,Blue
1286,Kailin Curran,Alexandra Albu,155.0,-175.0,Blue
1287,Eric Shelton,Jarred Brooks,125.0,-145.0,Blue
1288,Joshua Burkman,Drew Dober,255.0,-310.0,Blue
1289,Chris Weidman,Kelvin Gastelum,135.0,-155.0,Red
1290,Dennis Bermudez,Darren Elkins,-210.0,175.0,Blue
1291,Patrick Cummins,Gian Villante,175.0,-210.0,Red
1292,Jimmie Rivera,Thomas Almeida,-185.0,160.0,Red
1293,Lyman Good,Elizeu Zaleski dos Santos,-150.0,130.0,Blue
1294,Rafael Natal,Eryk Anders,-105.0,-115.0,Blue
1295,Ryan LaFlare,Alex Oliveira,-175.0,155.0,Blue
1296,Damian Grabowski,Chase Sherman,205.0,-245.0,Blue
1297,Kyle Bochniak,Jeremy Kennedy,245.0,-290.0,Blue
1298,Brian Kelleher,Marlon Vera,-235.0,195.0,Blue
1299,Tim Johnson,Junior Albini,-280.0,240.0,Blue
1300,Shane Burgos,Godofredo Pepey,-700.0,500.0,Red
1301,Frankie Perez,Chris Wade,300.0,-360.0,Blue
1302,Gunnar Nelson,Santiago Ponzinibbio,-174.0,164.0,Blue
1303,Joanne Calderwood,Cynthia Calvillo,180.0,-220.0,Blue
1304,Stevie Ray,Paul Felder,-185.0,160.0,Blue
1305,Jack Marshman,Ryan Janes,-500.0,400.0,Red
1306,Khalil Rountree Jr.,Paul Craig,-145.0,125.0,Red
1307,James Mulheron,Justin Willis,130.0,-140.0,Blue
1308,Danny Roberts,Bobby Nash,-190.0,165.0,Red
1309,Alexandre Pantoja,Neil Seery,-350.0,290.0,Red
1310,Charlie Ward,Galore Bofando,175.0,-210.0,Blue
1311,Danny Henry,Daniel Teymur,150.0,-170.0,Red
1312,Brett Johns,Albert Morales,-350.0,290.0,Red
1313,Leslie Smith,Amanda Lemos,-225.0,185.0,Red
1314,Yoel Romero,Robert Whittaker,110.0,-130.0,Blue
1315,Fabricio Werdum,Alistair Overeem,120.0,-140.0,Blue
1316,Daniel Omielanczuk,Curtis Blaydes,470.0,-640.0,Blue
1317,Anthony Pettis,Jim Miller,-235.0,195.0,Red
1318,Rob Font,Douglas Silva de Andrade,-265.0,225.0,Red
1319,Travis Browne,Aleksei Oleinik,-290.0,245.0,Blue
1320,Chad Laprise,Brian Camozzi,-550.0,425.0,Red
1321,Thiago Santos,Gerald Meerschaert,-160.0,140.0,Red
1322,Jordan Mein,Belal Muhammad,115.0,-135.0,Blue
1323,Cody Stamann,Terrion Ware,-245.0,205.0,Red
1324,Trevin Giles,James Bochnovic,-250.0,210.0,Red
1325,Michael Johnson,Justin Gaethje,-165.0,145.0,Blue
1326,Dhiego Lima,Jesse Taylor,150.0,-170.0,Blue
1327,Jared Cannonier,Nick Roehrick,-350.0,290.0,Red
1328,Brad Tavares,Elias Theodorou,-115.0,-105.0,Red
1329,Jordan Johnson,Marcel Fortuna,-190.0,165.0,Red
1330,Angela Hill,Ashley Yoder,-340.0,280.0,Red
1331,James Krause,Tom Gallicchio,-550.0,425.0,Red
1332,Ed Herman,CB Dollaway,125.0,-145.0,Blue
1333,Tecia Torres,Juliana Lima,-470.0,375.0,Red
1334,Gray Maynard,Teruto Ishihara,285.0,-345.0,Red
1335,Michael Chiesa,Kevin Lee,125.0,-145.0,Blue
1336,Tim Boetsch,Johny Hendricks,125.0,-145.0,Red
1337,Felice Herrig,Justine Kish,140.0,-160.0,Red
1338,Tim Means,Alex Garcia,-310.0,255.0,Red
1339,BJ Penn,Dennis Siver,115.0,-135.0,Blue
1340,Clay Guida,Erik Koch,290.0,-350.0,Red
1341,Vitor Miranda,Marvin Vettori,315.0,-380.0,Blue
1342,Devin Powell,Darrell Horcher,360.0,-450.0,Blue
1343,Jared Gordon,Michel Quinones,-135.0,115.0,Red
1344,Anthony Rocco Martin,Johnny Case,-125.0,105.0,Red
1345,Josh Stansbury,Jeremy Kimball,-160.0,140.0,Blue
1346,Holly Holm,Bethe Correia,-570.0,435.0,Red
1347,Andrei Arlovski,Marcin Tybura,190.0,-230.0,Blue
1348,Dong Hyun Kim,Colby Covington,200.0,-240.0,Blue
1349,Tarec Saffiedine,Rafael Dos Anjos,170.0,-200.0,Blue
1350,Takanori Gomi,Jon Tuck,325.0,-360.0,Blue
1351,Cyril Asker,Walt Harris,300.0,-360.0,Blue
1352,Alex Caceres,Rolando Dy,-320.0,260.0,Red
1353,Justin Scoggins,Ulka Sasaki,-525.0,415.0,Blue
1354,Kwan Ho Kwak,Russell Doane,-120.0,100.0,Blue
1355,Naoki Inoue,Carls John De Tomas,-275.0,235.0,Red
1356,Ji Yeon Kim,Lucie Pudilova,100.0,-120.0,Blue
1357,Derrick Lewis,Mark Hunt,-150.0,130.0,Blue
1358,Derek Brunson,Daniel Kelly,-250.0,210.0,Red
1359,Dan Hooker,Ross Pearson,-145.0,125.0,Red
1360,Ion Cutelaba,Henrique da Silva,-305.0,275.0,Red
1361,Tim Elliott,Ben Nguyen,-170.0,160.0,Blue
1362,Alexander Volkanovski,Mizuto Hirota,-580.0,440.0,Red
1363,Damien Brown,Vinc Pichel,105.0,-125.0,Blue
1364,Luke Jumeau,Dominique Steele,175.0,-210.0,Red
1365,John Moraga,Ashkan Mokhtarian,-210.0,175.0,Red
1366,Kiichi Kunimoto,Zak Ottow,310.0,-370.0,Blue
1367,JJ Aldrich,Chanmi Jeon,-200.0,170.0,Red
1368,Jose Aldo,Max Holloway,-145.0,125.0,Blue
1369,Claudia Gadelha,Karolina Kowalkiewicz,-280.0,240.0,Red
1370,Vitor Belfort,Nate Marquardt,-180.0,158.0,Red
1371,Paulo Costa,Oluwale Bamgbose,-265.0,225.0,Red
1372,Erick Silva,Yancy Medeiros,120.0,-140.0,Blue
1373,Raphael Assuncao,Marlon Moraes,220.0,-260.0,Red
1374,Johnny Eduardo,Matthew Lopez,-110.0,-110.0,Blue
1375,Iuri Alcantara,Brian Kelleher,-380.0,315.0,Blue
1376,Viviane Pereira,Jamie Moyle,-180.0,158.0,Red
1377,Luan Chagas,Jimmy Wallhead,-260.0,220.0,Red
1378,Alexander Gustafsson,Glover Teixeira,-300.0,250.0,Red
1379,Volkan Oezdemir,Misha Cirkunov,375.0,-470.0,Red
1380,Peter Sobotta,Ben Saunders,-135.0,115.0,Red
1381,Abdul Razak Alhassan,Omari Akhmedov,-275.0,235.0,Blue
1382,Oliver Enkamp,Nordine Taleb,275.0,-335.0,Blue
1383,Jack Hermansson,Alex Nicholson,-165.0,145.0,Red
1384,Pedro Munhoz,Damian Stasiak,-670.0,485.0,Red
1385,Trevor Smith,Chris Camozzi,130.0,-150.0,Red
1386,Reza Madadi,Joaquim Silva,135.0,-155.0,Blue
1387,Nico Musoke,Bojan Velickovic,-130.0,110.0,Blue
1388,Darren Till,Jessin Ayari,-275.0,235.0,Red
1389,Marcin Held,Damir Hadzovic,-290.0,245.0,Blue
1390,Stipe Miocic,Junior Dos Santos,-165.0,145.0,Red
1391,Joanna Jedrzejczyk,Jessica Andrade,-190.0,165.0,Red
1392,Demian Maia,Jorge Masvidal,-115.0,-105.0,Red
1393,Frankie Edgar,Yair Rodriguez,-140.0,120.0,Red
1394,Krzysztof Jotko,David Branch,-170.0,150.0,Blue
1395,Eddie Alvarez,Dustin Poirier,110.0,-130.0,Draw
1396,Chas Skelly,Jason Knight,-110.0,-110.0,Blue
1397,Chase Sherman,Rashad Coulter,-110.0,-110.0,Red
1398,James Vick,Polo Reyes,-355.0,320.0,Red
1399,Jessica Aguilar,Cortney Casey,140.0,-160.0,Blue
1400,Gabriel Benitez,Enrique Barzola,-135.0,115.0,Blue
1401,Joachim Christensen,Gadzhimurad Antigulov,315.0,-380.0,Blue
1402,Cub Swanson,Artem Lobov,-600.0,450.0,Red
1403,Al Iaquinta,Diego Sanchez,-420.0,335.0,Red
1404,Ovince Saint Preux,Marcos Rogerio de Lima,-160.0,140.0,Red
1405,John Dodson,Eddie Wineland,-400.0,325.0,Red
1406,Joe Lauzon,Stevie Ray,145.0,-165.0,Blue
1407,Jake Ellenberger,Mike Perry,105.0,-125.0,Blue
1408,Thales Leites,Sam Alvey,-125.0,105.0,Red
1409,Dustin Ortiz,Brandon Moreno,-120.0,100.0,Blue
1410,Scott Holtzman,Michael McBride,-280.0,240.0,Red
1411,Jessica Penne,Danielle Taylor,-110.0,-110.0,Blue
1412,Alexis Davis,Cindy Dandois,-290.0,245.0,Red
1413,Bryan Barberena,Joe Proctor,-330.0,270.0,Red
1414,Hector Sandoval,Matt Schnell,130.0,-150.0,Red
1415,Demetrious Johnson,Wilson Reis,-1100.0,700.0,Red
1416,Rose Namajunas,Michelle Waterson,110.0,-130.0,Red
1417,Jacare Souza,Robert Whittaker,-265.0,225.0,Blue
1418,Jeremy Stephens,Renato Moicano,-170.0,150.0,Blue
1419,Alexander Volkov,Roy Nelson,-155.0,135.0,Red
1420,Patrick Williams,Tom Duquesnoy,650.0,-1000.0,Blue
1421,Bobby Green,Rashid Magomedov,270.0,-330.0,Blue
1422,Louis Smolka,Tim Elliott,160.0,-185.0,Blue
1423,Aljamain Sterling,Augusto Mendes,-400.0,325.0,Red
1424,Devin Clark,Jake Collier,-140.0,120.0,Red
1425,Anthony Smith,Andrew Sanchez,270.0,-330.0,Red
1426,Zak Cummings,Nathan Coy,-550.0,425.0,Red
1427,Ashlee Evans-Smith,Ketlen Vieira,-165.0,145.0,Blue
1428,Daniel Cormier,Anthony Johnson,120.0,-140.0,Red
1429,Chris Weidman,Gegard Mousasi,-105.0,-115.0,Blue
1430,Cynthia Calvillo,Pearl Gonzalez,-280.0,240.0,Red
1431,Thiago Alves,Patrick Cote,110.0,-130.0,Red
1432,Will Brooks,Charles Oliveira,-220.0,180.0,Blue
1433,Myles Jury,Mike de la Torre,-450.0,360.0,Red
1434,Kamaru Usman,Sean Strickland,-290.0,245.0,Red
1435,Shane Burgos,Charles Rosa,-255.0,215.0,Red
1436,Patrick Cummins,Jan Blachowicz,-105.0,-115.0,Red
1437,Gregor Gillespie,Andrew Holbrook,-290.0,245.0,Red
1438,Josh Emmett,Desmond Green,-200.0,170.0,Blue
1439,Katlyn Chookagian,Irene Aldana,-135.0,115.0,Red
1440,Jenel Lausa,Magomed Bibulatov,470.0,-640.0,Blue
1441,Jimi Manuwa,Corey Anderson,-145.0,125.0,Red
1442,Gunnar Nelson,Alan Jouban,-335.0,275.0,Red
1443,Brad Pickett,Marlon Vera,-150.0,130.0,Blue
1444,Arnold Allen,Makwan Amirkhani,-115.0,-105.0,Red
1445,Joe Duffy,Reza Madadi,-550.0,425.0,Red
1446,Darren Stewart,Francimar Barroso,-210.0,175.0,Blue
1447,Daniel Omielanczuk,Tim Johnson,170.0,-200.0,Blue
1448,Leon Edwards,Vicente Luque,100.0,-120.0,Red
1449,Marc Diakiese,Teemu Packalen,-175.0,155.0,Red
1450,Bradley Scott,Scott Askham,135.0,-155.0,Red
1451,Lina Lansberg,Lucie Pudilova,-400.0,325.0,Red
1452,Vitor Belfort,Kelvin Gastelum,285.0,-345.0,Draw
1453,Mauricio Rua,Gian Villante,-155.0,135.0,Red
1454,Edson Barboza,Beneil Dariush,-160.0,140.0,Red
1455,Jussier Formiga,Ray Borg,110.0,-130.0,Blue
1456,Bethe Correia,Marion Reneau,-110.0,-110.0,Draw
1457,Alex Oliveira,Tim Means,175.0,-210.0,Red
1458,Francisco Trinaldo,Kevin Lee,150.0,-170.0,Blue
1459,Sergio Moraes,Davi Ramos,-200.0,170.0,Red
1460,Rani Yahya,Joe Soto,-240.0,200.0,Blue
1461,Michel Prazeres,Joshua Burkman,-300.0,250.0,Red
1462,Rony Jason,Jeremy Kennedy,105.0,-125.0,Blue
1463,Garreth McLellan,Paulo Costa,280.0,-340.0,Blue
1464,Tyron Woodley,Stephen Thompson,120.0,-140.0,Red
1465,Lando Vannata,David Teymur,-360.0,300.0,Blue
1466,Rashad Evans,Daniel Kelly,-245.0,205.0,Blue
1467,Amanda Cooper,Cynthia Calvillo,150.0,-170.0,Blue
1468,Alistair Overeem,Mark Hunt,-130.0,110.0,Red
1469,Marcin Tybura,Luis Henrique,-175.0,155.0,Red
1470,Mirsad Bektic,Darren Elkins,-750.0,525.0,Blue
1471,Iuri Alcantara,Luke Sanders,130.0,-150.0,Red
1472,Mark Godbeer,Daniel Spitz,-145.0,125.0,Red
1473,Tyson Pedro,Paul Craig,-140.0,120.0,Red
1474,Albert Morales,Andre Soukhamthath,-150.0,130.0,Red
1475,Derrick Lewis,Travis Browne,-105.0,-115.0,Red
1476,Johny Hendricks,Hector Lombard,110.0,-130.0,Red
1477,Sam Sicilia,Gavin Tucker,130.0,-160.0,Blue
1478,Elias Theodorou,Cezar Ferreira,-105.0,-115.0,Red
1479,Sara McMann,Gina Mazany,-800.0,550.0,Red
1480,Paul Felder,Alessandro Ricci,-370.0,310.0,Red
1481,Nordine Taleb,Santiago Ponzinibbio,265.0,-325.0,Blue
1482,Carla Esparza,Randa Markos,-260.0,200.0,Blue
1483,Aiemann Zahabi,Reginaldo Vieira,-275.0,235.0,Red
1484,Jack Marshman,Thiago Santos,145.0,-165.0,Blue
1485,Gerald Meerschaert,Ryan Janes,-300.0,250.0,Red
1486,Holly Holm,Germaine de Randamie,100.0,-130.0,Blue
1487,Anderson Silva,Derek Brunson,100.0,-120.0,Red
1488,Jacare Souza,Tim Boetsch,-600.0,450.0,Red
1489,Glover Teixeira,Jared Cannonier,-230.0,190.0,Red
1490,Dustin Poirier,Jim Miller,-450.0,360.0,Red
1491,Randy Brown,Belal Muhammad,-145.0,115.0,Blue
1492,Wilson Reis,Ulka Sasaki,485.0,-670.0,Red
1493,Nik Lentz,Islam Makhachev,270.0,-330.0,Blue
1494,Rick Glenn,Phillipe Nover,-175.0,155.0,Red
1495,Ryan LaFlare,Roan Carneiro,-325.0,250.0,Red
1496,Dennis Bermudez,Chan Sung Jung,-185.0,160.0,Blue
1497,Alexa Grasso,Felice Herrig,-380.0,315.0,Blue
1498,Abel Trujillo,James Vick,115.0,-135.0,Blue
1499,Ovince Saint Preux,Volkan Oezdemir,-420.0,335.0,Blue
1500,Anthony Hamilton,Marcel Fortuna,-270.0,230.0,Blue
1501,Jessica Andrade,Angela Hill,-800.0,550.0,Red
1502,Adam Milstead,Curtis Blaydes,325.0,-400.0,Draw
1503,Chas Skelly,Chris Gruetzemacher,-350.0,290.0,Red
1504,Ricardo Ramos,Michinori Tanaka,105.0,-125.0,Red
1505,Tecia Torres,Bec Rawlings,-450.0,317.0,Red
1506,Alex Morono,Niko Price,-105.0,-115.0,Draw
1507,Daniel Jolly,Khalil Rountree Jr.,145.0,-185.0,Blue
1508,Valentina Shevchenko,Julianna Pena,-185.0,160.0,Red
1509,Donald Cerrone,Jorge Masvidal,-175.0,155.0,Blue
1510,Andrei Arlovski,Francis Ngannou,335.0,-420.0,Blue
1511,Alex Caceres,Jason Knight,115.0,-135.0,Blue
1512,Nate Marquardt,Sam Alvey,120.0,-140.0,Blue
1513,Raphael Assuncao,Aljamain Sterling,-145.0,125.0,Red
1514,Bobby Nash,Li Jingliang,110.0,-130.0,Blue
1515,Henrique da Silva,Jordan Johnson,165.0,-190.0,Blue
1516,Eric Spicely,Alessio Di Chirico,-110.0,-110.0,Red
1517,Marcos Rogerio de Lima,Jeremy Kimball,-130.0,110.0,Red
1518,Alexandre Pantoja,Eric Shelton,100.0,-120.0,Red
1519,Jason Gonzalez,JC Cottrell,105.0,-125.0,Red
1520,Yair Rodriguez,BJ Penn,-350.0,290.0,Red
1521,Joe Lauzon,Marcin Held,-140.0,120.0,Red
1522,Court McGee,Ben Saunders,-135.0,115.0,Blue
1523,John Moraga,Sergio Pettis,140.0,-160.0,Blue
1524,Devin Powell,Drakkar Klose,260.0,-320.0,Blue
1525,Frankie Saenz,Augusto Mendes,-160.0,140.0,Blue
1526,Aleksei Oleinik,Viktor Pesta,-140.0,120.0,Red
1527,Anthony Rocco Martin,Alex White,-170.0,150.0,Red
1528,Jocelyn Jones-Lybarger,Nina Ansaroff,135.0,-175.0,Blue
1529,Walt Harris,Chase Sherman,-155.0,135.0,Red
1530,Bojan Mihajlovic,Joachim Christensen,210.0,-250.0,Blue
1531,Dmitrii Smoliakov,Cyril Asker,100.0,-120.0,Blue
1532,Amanda Nunes,Ronda Rousey,165.0,-190.0,Red
1533,Dominick Cruz,Cody Garbrandt,-245.0,205.0,Blue
1534,TJ Dillashaw,John Lineker,-230.0,190.0,Red
1535,Dong Hyun Kim,Tarec Saffiedine,-145.0,125.0,Red
1536,Louis Smolka,Ray Borg,120.0,-140.0,Blue
1537,Johny Hendricks,Neil Magny,170.0,-200.0,Blue
1538,Antonio Carlos Junior,Marvin Vettori,-120.0,100.0,Red
1539,Mike Pyle,Alex Garcia,180.0,-220.0,Blue
1540,Brandon Thatch,Niko Price,-155.0,135.0,Blue
1541,Alex Oliveira,Tim Means,-140.0,120.0,Draw
1542,Paige VanZant,Michelle Waterson,-110.0,-110.0,Blue
1543,Sage Northcutt,Mickey Gall,140.0,-160.0,Blue
1544,Urijah Faber,Brad Pickett,-340.0,280.0,Red
1545,Alan Jouban,Mike Perry,125.0,-145.0,Red
1546,Henrique da Silva,Paul Craig,-230.0,190.0,Blue
