Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner
2217,Joe Duffy,Ivan Jorge,-1000.0,650.0,Red
2218,Joanne Calderwood,Cortney Casey,-230.0,190.0,Red
2219,Leon Edwards,Pawel Pawlak,-400.0,325.0,Red
2220,Stevie Ray,Leonardo Mafra,-225.0,185.0,Red
2221,Paddy Holohan,Vaughan Lee,-145.0,125.0,Red
2222,Ilir Latifi,Hans Stringer,-235.0,195.0,Red
2223,Mickael Lebout,Teemu Packalen,120.0,-140.0,Red
2224,Rob Whiteford,Paul Redmond,-160.0,140.0,Red
2225,Marcus Brimage,Jimmie Rivera,130.0,-140.0,Blue
2226,Daniel Omielanczuk,Chris de la Rocha,-130.0,120.0,Red
2227,Frank Mir,Todd Duffee,165.0,-190.0,Red
2228,Josh Thomson,Tony Ferguson,230.0,-270.0,Blue
2229,Holly Holm,Marion Reneau,-255.0,215.0,Red
2230,Scott Jorgensen,Manvel Gamburyan,170.0,-200.0,Blue
2231,Kevin Lee,James Moontasri,-315.0,285.0,Red
2232,Alan Jouban,Matt Dwyer,-500.0,400.0,Red
2233,Sam Sicilia,Yaotzin Meza,-265.0,225.0,Red
2234,Jessica Andrade,Sarah Moras,-500.0,400.0,Red
2235,Rani Yahya,Masanori Kanehara,115.0,-135.0,Red
2236,Igor Araujo,Sean Strickland,375.0,-470.0,Blue
2237,Kevin Casey,Ildemar Alcantara,120.0,-140.0,Red
2238,Andrew Craig,Lyman Good,230.0,-270.0,Blue
2239,Jake Ellenberger,Stephen Thompson,205.0,-245.0,Blue
2240,Kamaru Usman,Hayder Hassan,-240.0,200.0,Red
2241,Michael Graves,Vicente Luque,160.0,-185.0,Red
2242,Jorge Masvidal,Cezar Ferreira,-200.0,170.0,Red
2243,Angela Magana,Michelle Waterson,650.0,-1000.0,Blue
2244,Maximo Blanco,Mike de la Torre,155.0,-175.0,Red
2245,Josh Samman,Caio Magalhaes,100.0,-120.0,Red
2246,Russell Doane,Jerrod Sanders,-470.0,375.0,Blue
2247,Dan Miller,Trevor Smith,-105.0,-115.0,Blue
2248,George Sullivan,Dominic Waters,-250.0,210.0,Red
2249,Darrell Montague,Willie Gates,120.0,-130.0,Blue
2250,Chad Mendes,Conor McGregor,165.0,-190.0,Blue
2251,Robbie Lawler,Rory MacDonald,145.0,-165.0,Red
2252,Dennis Bermudez,Jeremy Stephens,-245.0,205.0,Blue
2253,Gunnar Nelson,Brandon Thatch,150.0,-170.0,Red
2254,Brad Pickett,Thomas Almeida,500.0,-700.0,Blue
2255,Matt Brown,Tim Means,-150.0,130.0,Red
2256,Mike Swick,Alex Garcia,375.0,-470.0,Blue
2257,Cathal Pendred,John Howard,-135.0,115.0,Blue
2258,Cody Garbrandt,Henry Briones,-1000.0,650.0,Red
2259,Neil Seery,Louis Smolka,115.0,-135.0,Blue
2260,Yosdenis Cedeno,Cody Pfister,-250.0,210.0,Blue
2261,Lyoto Machida,Yoel Romero,-165.0,145.0,Blue
2262,Santiago Ponzinibbio,Lorenz Larkin,150.0,-170.0,Blue
2263,Antonio Carlos Junior,Eddie Gordon,-170.0,150.0,Red
2264,Thiago Santos,Steve Bosse,-175.0,155.0,Red
2265,Hacran Dias,Levan Makashvili,-145.0,125.0,Red
2266,Alex Oliveira,Joe Merritt,-425.0,340.0,Red
2267,Leandro Silva,Lewis Gonzalez,-190.0,165.0,Red
2268,Steve Montgomery,Tony Sims,100.0,-120.0,Blue
2269,Danny Martinez,Sirwan Kakai,-115.0,-105.0,Blue
2270,Joanna Jedrzejczyk,Jessica Penne,-900.0,600.0,Red
2271,Dennis Siver,Tatsuya Kawajiri,-150.0,130.0,Blue
2272,Peter Sobotta,Steve Kennedy,-370.0,310.0,Red
2273,Nick Hein,Lukasz Sajewski,-150.0,130.0,Red
2274,Makwan Amirkhani,Masio Fullen,-260.0,240.0,Red
2275,Mairbek Taisumov,Alan Patrick,-160.0,140.0,Red
2276,Alan Omer,Arnold Allen,-165.0,145.0,Blue
2277,Niklas Backstrom,Noad Lahat,-190.0,165.0,Blue
2278,Scott Askham,Antonio Dos Santos,-235.0,195.0,Red
2279,Piotr Hallmann,Magomed Mustafaev,100.0,-120.0,Blue
2280,Taylor Lapilus,Ulka Sasaki,240.0,-280.0,Red
2281,Cain Velasquez,Fabricio Werdum,-460.0,365.0,Blue
2282,Gilbert Melendez,Eddie Alvarez,-170.0,150.0,Blue
2283,Kelvin Gastelum,Nate Marquardt,-500.0,400.0,Red
2284,Yair Rodriguez,Charles Rosa,155.0,-175.0,Red
2285,Tecia Torres,Angela Hill,-235.0,195.0,Red
2286,Henry Cejudo,Chico Camus,-1275.0,825.0,Red
2287,Efrain Escudero,Drew Dober,120.0,-140.0,Red
2288,Alejandro Perez,Patrick Williams,-160.0,150.0,Blue
2289,Francisco Trevino,Johnny Case,415.0,-525.0,Blue
2290,Augusto Montano,Cathal Pendred,-110.0,-110.0,Blue
2291,Gabriel Benitez,Clay Collard,215.0,-255.0,Red
2292,Tim Boetsch,Dan Henderson,-185.0,160.0,Blue
2293,Ben Rothwell,Matt Mitrione,145.0,-165.0,Red
2294,Dustin Poirier,Yancy Medeiros,-250.0,230.0,Red
2295,Thiago Tavares,Brian Ortega,-145.0,125.0,Blue
2296,Joe Soto,Anthony Birchak,-200.0,170.0,Blue
2297,Francisco Rivera,Alex Caceres,-135.0,125.0,Red
2298,Shawn Jordan,Derrick Lewis,-115.0,-105.0,Red
2299,Brian Ebersole,Omari Akhmedov,115.0,-135.0,Blue
2300,Chris Wade,Christos Giagos,-170.0,150.0,Red
2301,Joe Proctor,Justin Edwards,-210.0,175.0,Red
2302,Ricardo Abreu,Jake Collier,-175.0,155.0,Blue
2303,Jose Quinonez,Leonardo Morales,150.0,-170.0,Red
2304,Carlos Condit,Thiago Alves,-350.0,290.0,Red
2305,Nik Lentz,Charles Oliveira,225.0,-265.0,Blue
2306,KJ Noons,Alex Oliveira,160.0,-185.0,Blue
2307,Francimar Barroso,Ryan Jimmo,235.0,-275.0,Red
2308,Francisco Trinaldo,Norman Parke,215.0,-255.0,Red
2309,Wendell Oliveira,Darren Till,-130.0,110.0,Blue
2310,Rony Jason,Damon Jackson,-150.0,130.0,Draw
2311,Jussier Formiga,Wilson Reis,-105.0,-115.0,Red
2312,Elizeu Zaleski dos Santos,Nicolas Dalby,230.0,-270.0,Blue
2313,Lucas Martins,Mirsad Bektic,345.0,-430.0,Blue
2314,Juliana Lima,Ericka Almeida,-170.0,150.0,Red
2315,Luiz Dutra,Tom Breese,135.0,-155.0,Blue
2316,Anthony Johnson,Daniel Cormier,-120.0,100.0,Blue
2317,Chris Weidman,Vitor Belfort,-420.0,335.0,Red
2318,Donald Cerrone,John Makdessi,-700.0,500.0,Red
2319,Travis Browne,Andrei Arlovski,-500.0,400.0,Blue
2320,Joseph Benavidez,John Moraga,-750.0,525.0,Red
2321,John Dodson,Zach Makovsky,-800.0,550.0,Red
2322,Dong Hyun Kim,Joshua Burkman,-210.0,175.0,Red
2323,Uriah Hall,Rafael Natal,-420.0,335.0,Blue
2324,Mike Pyle,Colby Covington,265.0,-325.0,Blue
2325,Islam Makhachev,Leo Kuntz,-500.0,400.0,Red
2326,Justin Scoggins,Joshua Sampo,-500.0,400.0,Red
2327,Frankie Edgar,Urijah Faber,-550.0,425.0,Red
2328,Gegard Mousasi,Costas Philippou,-800.0,550.0,Red
2329,Mark Munoz,Luke Barnatt,115.0,-135.0,Red
2330,Hyun Gyu Lim,Neil Magny,105.0,-125.0,Blue
2331,Phillipe Nover,Yui Chul Nam,135.0,-155.0,Red
2332,Mark Eddiva,Levan Makashvili,320.0,-390.0,Blue
2333,Tae Hyun Bang,Jon Tuck,190.0,-230.0,Blue
2334,Zhang Lipeng,Kajan Johnson,-115.0,-105.0,Blue
2335,Li Jingliang,Dhiego Lima,130.0,-140.0,Red
2336,Ning Guangyou,Royston Wee,-140.0,120.0,Red
2337,Roldan Sangcha-an,Jon Delos Reyes,130.0,-150.0,Blue
2338,Nolan Ticman,Yao Zhikui,-270.0,230.0,Blue
2339,Stipe Miocic,Mark Hunt,-235.0,195.0,Red
2340,Brad Tavares,Robert Whittaker,-135.0,115.0,Blue
2341,Anthony Perosh,Sean O'Connell,-130.0,120.0,Blue
2342,Jake Matthews,James Vick,-190.0,165.0,Blue
2343,Hatsu Hioki,Dan Hooker,-290.0,245.0,Blue
2344,Kyle Noke,Jonavin Webb,-110.0,-110.0,Red
2345,Daniel Kelly,Sam Alvey,300.0,-360.0,Blue
2346,Bec Rawlings,Lisa Ellis,-220.0,180.0,Red
2347,Dylan Andrews,Bradley Scott,-130.0,110.0,Blue
2348,Alex Chambers,Kailin Curran,210.0,-250.0,Red
2349,Vik Grujic,Brendan O'Reilly,-140.0,120.0,Blue
2350,Alptekin Ozkilic,Ben Nguyen,-230.0,190.0,Blue
2351,Demetrious Johnson,Kyoji Horiguchi,-980.0,640.0,Red
2352,Rampage Jackson,Fabio Maldonado,-170.0,150.0,Red
2353,Michael Bisping,CB Dollaway,-145.0,125.0,Red
2354,John Makdessi,Shane Campbell,-110.0,-110.0,Red
2355,Yves Jabouin,Thomas Almeida,335.0,-420.0,Blue
2356,Patrick Cote,Joe Riggs,-260.0,220.0,Red
2357,Alexis Davis,Sarah Kaufman,178.0,-215.0,Red
2358,Chad Laprise,Bryan Barberena,-420.0,335.0,Red
2359,Olivier Aubin-Mercier,David Michaud,-340.0,280.0,Red
2360,Nordine Taleb,Chris Clements,-210.0,175.0,Red
2361,Jessica Rakoczy,Valerie Letourneau,105.0,-125.0,Blue
2362,Randa Markos,Aisling Daly,-275.0,235.0,Red
2363,Lyoto Machida,Luke Rockhold,125.0,-145.0,Blue
2364,Jacare Souza,Chris Camozzi,-1600.0,1050.0,Red
2365,Cub Swanson,Max Holloway,-155.0,135.0,Blue
2366,Felice Herrig,Paige VanZant,100.0,-120.0,Blue
2367,Jim Miller,Beneil Dariush,145.0,-165.0,Blue
2368,Ovince Saint Preux,Patrick Cummins,-105.0,-115.0,Red
2369,Corey Anderson,Gian Villante,-400.0,325.0,Blue
2370,Takeya Mizugaki,Aljamain Sterling,285.0,-345.0,Blue
2371,George Sullivan,Tim Means,135.0,-155.0,Blue
2372,Diego Brandao,Jimy Hettes,-140.0,120.0,Red
2373,Eddie Gordon,Chris Dempsey,-370.0,310.0,Blue
2374,Gabriel Gonzaga,Mirko Cro Cop,-220.0,180.0,Blue
2375,Jimi Manuwa,Jan Blachowicz,100.0,-120.0,Red
2376,Pawel Pawlak,Sheldon Westcott,190.0,-230.0,Red
2377,Joanne Calderwood,Maryna Moroz,-550.0,425.0,Blue
2378,Seth Baczynski,Leon Edwards,150.0,-170.0,Blue
2379,Bartosz Fabinski,Garreth McLellan,-135.0,115.0,Red
2380,Sergio Moraes,Mickael Lebout,-550.0,425.0,Red
2381,Damian Stasiak,Yaotzin Meza,-135.0,115.0,Blue
2382,Daniel Omielanczuk,Anthony Hamilton,-135.0,115.0,Blue
2383,Izabela Badurek,Alexandra Albu,185.0,-225.0,Blue
2384,Marcin Bandel,Stevie Ray,135.0,-155.0,Blue
2385,Taylor Lapilus,Rocky Lee,-150.0,130.0,Red
2386,Chad Mendes,Ricardo Lamas,-460.0,365.0,Red
2387,Jorge Masvidal,Al Iaquinta,-110.0,-110.0,Blue
2388,Michael Chiesa,Mitch Clarke,-420.0,335.0,Red
2389,Julianna Pena,Milana Dudieva,-400.0,325.0,Red
2390,Clay Guida,Robert Peralta,-245.0,205.0,Red
2391,Dustin Poirier,Diego Ferreira,-150.0,130.0,Red
2392,Liz Carmouche,Lauren Murphy,100.0,-120.0,Red
2393,Gray Maynard,Alexander Yakovlev,120.0,-140.0,Blue
2394,Shamil Abdurakhimov,Tim Johnson,-260.0,220.0,Blue
2395,Ron Stallings,Justin Jones,160.0,-185.0,Red
2396,Demian Maia,Ryan LaFlare,-105.0,-115.0,Red
2397,Erick Silva,Josh Koscheck,-460.0,365.0,Red
2398,Leonardo Santos,Anthony Rocco Martin,140.0,-160.0,Red
2399,Amanda Nunes,Shayna Baszler,-750.0,525.0,Red
2400,Gilbert Burns,Alex Oliveira,-800.0,550.0,Red
2401,Godofredo Pepey,Andre Fili,265.0,-325.0,Red
2402,Francisco Trinaldo,Akbarh Arreola,-200.0,170.0,Red
2403,Kevin Souza,Katsunori Kikuno,-255.0,215.0,Red
2404,Leandro Silva,Drew Dober,-145.0,125.0,Draw
2405,Leonardo Mafra,Cain Carrizosa,-170.0,150.0,Red
2406,Jorge de Oliveira,Christos Giagos,175.0,-210.0,Blue
2407,Bentley Syler,Fredy Serrano,135.0,-155.0,Blue
2408,Anthony Pettis,Rafael Dos Anjos,-450.0,400.0,Blue
2409,Carla Esparza,Joanna Jedrzejczyk,-160.0,140.0,Blue
2410,Johny Hendricks,Matt Brown,-380.0,340.0,Red
2411,Roy Nelson,Alistair Overeem,150.0,-160.0,Blue
2412,Chris Cariaso,Henry Cejudo,600.0,-750.0,Blue
2413,Ross Pearson,Sam Stout,-370.0,330.0,Red
2414,Elias Theodorou,Roger Narvaez,-335.0,305.0,Red
2415,Daron Cruickshank,Beneil Dariush,-120.0,110.0,Blue
2416,Jared Rosholt,Josh Copeland,-310.0,280.0,Red
2417,Sergio Pettis,Ryan Benoit,-660.0,540.0,Blue
2418,Jake Lindsey,Joe Duffy,575.0,-710.0,Blue
2419,Larissa Pacheco,Germaine de Randamie,-125.0,115.0,Blue
2420,Ronda Rousey,Cat Zingano,-660.0,540.0,Red
2421,Raquel Pennington,Holly Holm,425.0,-550.0,Blue
2422,Jake Ellenberger,Josh Koscheck,-140.0,130.0,Red
2423,Alan Jouban,Richard Walsh,-250.0,230.0,Red
2424,Tony Ferguson,Gleison Tibau,-240.0,220.0,Red
2425,Mark Munoz,Roan Carneiro,-260.0,240.0,Blue
2426,Roman Salazar,Norifumi Yamamoto,135.0,-145.0,Draw
2427,Dhiego Lima,Tim Means,150.0,-160.0,Blue
2428,Derrick Lewis,Ruan Potts,-705.0,570.0,Red
2429,James Krause,Valmir Lazaro,-200.0,185.0,Blue
2430,Masio Fullen,Alex Torres,105.0,-115.0,Red
2431,Antonio Silva,Frank Mir,-155.0,145.0,Blue
2432,Edson Barboza,Michael Johnson,-135.0,125.0,Blue
2433,Cezar Ferreira,Sam Alvey,-340.0,280.0,Blue
2434,Rustam Khabilov,Adriano Martins,-380.0,340.0,Blue
2435,Iuri Alcantara,Frankie Saenz,-925.0,725.0,Blue
2436,Santiago Ponzinibbio,Sean Strickland,185.0,-200.0,Red
2437,Jessica Andrade,Marion Reneau,-270.0,248.0,Blue
2438,William Patolino,Matt Dwyer,-410.0,365.0,Blue
2439,Tiago Trator,Mike de la Torre,-225.0,205.0,Blue
2440,Douglas Silva de Andrade,Cody Gibson,225.0,-245.0,Red
2441,Ivan Jorge,Josh Shockley,-260.0,240.0,Red
2442,Benson Henderson,Brandon Thatch,155.0,-165.0,Red
2443,Max Holloway,Cole Miller,-450.0,400.0,Red
2444,Neil Magny,Kiichi Kunimoto,-815.0,645.0,Red
2445,Daniel Kelly,Patrick Walsh,105.0,-115.0,Red
2446,Michel Prazeres,Kevin Lee,145.0,-155.0,Blue
2447,Ray Borg,Chris Kelades,-975.0,775.0,Red
2448,Efrain Escudero,Rodrigo de Lima,155.0,-165.0,Red
2449,Chas Skelly,Jim Alers,-230.0,210.0,Red
2450,Zach Makovsky,Tim Elliott,110.0,-120.0,Red
2451,James Moontasri,Cody Pfister,-240.0,220.0,Red
2452,Anderson Silva,Nick Diaz,-355.0,320.0,Draw
2453,Tyron Woodley,Kelvin Gastelum,-185.0,170.0,Red
2454,Joe Lauzon,Al Iaquinta,170.0,-185.0,Blue
2455,Thales Leites,Tim Boetsch,-300.0,270.0,Red
2456,Jordan Mein,Thiago Alves,-140.0,130.0,Blue
2457,Miesha Tate,Sara McMann,165.0,-175.0,Red
2458,Ed Herman,Derek Brunson,540.0,-660.0,Blue
2459,Ian McCall,John Lineker,-220.0,200.0,Blue
2460,Rafael Natal,Tom Watson,-135.0,125.0,Red
2461,Richardson Moreira,Ildemar Alcantara,145.0,-155.0,Blue
2462,Thiago Santos,Andy Enz,-175.0,165.0,Red
2463,Alexander Gustafsson,Anthony Johnson,-290.0,260.0,Blue
2464,Dan Henderson,Gegard Mousasi,380.0,-430.0,Blue
2465,Phil Davis,Ryan Bader,-190.0,175.0,Blue
2466,Akira Corassani,Sam Sicilia,-130.0,120.0,Blue
2467,Nico Musoke,Albert Tumenov,140.0,-150.0,Blue
2468,Kenny Robertson,Sultan Aliev,165.0,-175.0,Red
2469,Andy Ogle,Makwan Amirkhani,-175.0,155.0,Blue
2470,Nikita Krylov,Stanislav Nedkov,-130.0,110.0,Red
2471,Mairbek Taisumov,Anthony Christodoulou,-1050.0,850.0,Red
2472,Mirsad Bektic,Paul Redmond,-925.0,725.0,Red
2473,Viktor Pesta,Konstantin Erokhin,380.0,-430.0,Red
2474,Neil Seery,Chris Beal,178.0,-215.0,Red
2475,Conor McGregor,Dennis Siver,-975.0,775.0,Red
2476,Donald Cerrone,Benson Henderson,125.0,-135.0,Red
2477,Uriah Hall,Ron Stallings,-1000.0,800.0,Red
2478,Norman Parke,Gleison Tibau,140.0,-150.0,Blue
2479,Cathal Pendred,Sean Spencer,160.0,-170.0,Red
2480,John Howard,Lorenz Larkin,167.0,-178.0,Blue
2481,Zhang Lipeng,Chris Wade,505.0,-605.0,Blue
2482,Paddy Holohan,Shane Howell,-345.0,315.0,Red
2483,Johnny Case,Frankie Perez,-165.0,155.0,Red
2484,Charles Rosa,Sean Soriano,-125.0,115.0,Red
2485,Matt Van Buren,Sean O'Connell,215.0,-235.0,Blue
2486,Tateki Matsuda,Joby Sanchez,210.0,-230.0,Blue
2487,Jon Jones,Daniel Cormier,-192.0,177.0,Red
2488,Donald Cerrone,Myles Jury,-125.0,115.0,Red
2489,Brad Tavares,Nate Marquardt,-130.0,120.0,Red
2490,Kyoji Horiguchi,Louis Gaudinot,-525.0,450.0,Red
2491,Hector Lombard,Joshua Burkman,-840.0,660.0,Draw
2492,Danny Castillo,Paul Felder,-255.0,235.0,Blue
2493,Marcus Brimage,Cody Garbrandt,100.0,-110.0,Blue
2494,Shawn Jordan,Jared Cannonier,-185.0,170.0,Red
2495,Evan Dunham,Rodrigo Damm,-705.0,570.0,Red
2496,Omari Akhmedov,Mats Nilsson,-200.0,185.0,Red
2497,Alexis Dufresne,Marion Reneau,-220.0,200.0,Blue
2498,Lyoto Machida,CB Dollaway,-860.0,675.0,Red
2499,Renan Barao,Mitch Gagnon,-1000.0,800.0,Red
2500,Antonio Carlos Junior,Patrick Cummins,135.0,-145.0,Blue
2501,Elias Silverio,Rashid Magomedov,115.0,-125.0,Blue
2502,Erick Silva,Mike Rhodes,-400.0,325.0,Red
2503,Daniel Sarafian,Antonio Dos Santos,-155.0,145.0,Red
2504,Marcos Rogerio de Lima,Igor Pokrajac,-450.0,400.0,Red
2505,Tom Niinimaki,Renato Moicano,120.0,-130.0,Blue
2506,Darren Elkins,Hacran Dias,210.0,-230.0,Blue
2507,Leandro Issa,Ulka Sasaki,420.0,-475.0,Red
2508,Marcio Alexandre Junior,Tim Means,160.0,-170.0,Blue
2509,Vitor Miranda,Jake Collier,165.0,-175.0,Red
2510,Junior Dos Santos,Stipe Miocic,-400.0,355.0,Red
2511,Rafael Dos Anjos,Nate Diaz,-275.0,250.0,Red
2512,Alistair Overeem,Stefan Struve,-200.0,185.0,Red
2513,Gabriel Gonzaga,Matt Mitrione,120.0,-130.0,Blue
2514,Claudia Gadelha,Joanna Jedrzejczyk,-280.0,240.0,Blue
2515,John Moraga,Willie Gates,-570.0,480.0,Red
2516,Joe Riggs,Ben Saunders,230.0,-250.0,Blue
2517,Jamie Varner,Drew Dober,-450.0,400.0,Blue
2518,Joe Ellenberger,Bryan Barberena,-210.0,190.0,Blue
2519,David Michaud,Garett Whiteley,-230.0,210.0,Red
2520,Henry Cejudo,Dustin Kimura,-225.0,185.0,Red
2521,Anthony Birchak,Ian Entwistle,-270.0,248.0,Blue
2522,Carla Esparza,Rose Namajunas,-110.0,-110.0,Red
2523,Jeremy Stephens,Charles Oliveira,-185.0,170.0,Blue
2524,KJ Noons,Daron Cruickshank,200.0,-220.0,Draw
2525,Joe Proctor,Yancy Medeiros,230.0,-250.0,Blue
2526,Jessica Penne,Randa Markos,130.0,-140.0,Red
2527,Felice Herrig,Lisa Ellis,-345.0,285.0,Red
2528,Bec Rawlings,Heather Jo Clark,-190.0,175.0,Blue
2529,Joanne Calderwood,Seohee Ham,-650.0,535.0,Red
2530,Tecia Torres,Angela Magana,-740.0,595.0,Red
2531,Aisling Daly,Alex Chambers,-220.0,200.0,Red
2532,Emily Peters Kagan,Angela Hill,165.0,-175.0,Blue
2533,Johny Hendricks,Robbie Lawler,-220.0,200.0,Blue
2534,Anthony Pettis,Gilbert Melendez,-315.0,285.0,Red
2535,Travis Browne,Brendan Schaub,-450.0,400.0,Red
2536,Todd Duffee,Anthony Hamilton,-315.0,285.0,Red
2537,Tony Ferguson,Abel Trujillo,-325.0,295.0,Red
2538,Urijah Faber,Francisco Rivera,-925.0,725.0,Red
2539,Eddie Gordon,Josh Samman,-140.0,130.0,Blue
2540,Corey Anderson,Justin Jones,-500.0,435.0,Red
2541,Raquel Pennington,Ashlee Evans-Smith,175.0,-190.0,Red
2542,Sergio Pettis,Matt Hobar,-240.0,220.0,Red
2543,Alex White,Clay Collard,115.0,-125.0,Blue
2544,Frankie Edgar,Cub Swanson,-170.0,160.0,Red
2545,Bobby Green,Edson Barboza,140.0,-150.0,Blue
2546,Brad Pickett,Chico Camus,-175.0,165.0,Blue
2547,Jared Rosholt,Aleksei Oleinik,-420.0,375.0,Blue
2548,Joseph Benavidez,Dustin Ortiz,-430.0,380.0,Red
2549,Matt Wiman,Isaac Vallie-Flagg,-175.0,165.0,Red
2550,Ruslan Magomedov,Josh Copeland,-230.0,210.0,Red
2551,Luke Barnatt,Roger Narvaez,-420.0,375.0,Blue
2552,James Vick,Nick Hein,-280.0,255.0,Red
2553,Yves Edwards,Akbarh Arreola,-265.0,245.0,Blue
2554,Paige VanZant,Kailin Curran,100.0,-110.0,Red
2555,Juan Puig,Dooho Choi,375.0,-420.0,Blue
2556,Fabricio Werdum,Mark Hunt,-430.0,380.0,Red
2557,Jake Ellenberger,Kelvin Gastelum,145.0,-155.0,Blue
2558,Ricardo Lamas,Dennis Bermudez,155.0,-165.0,Red
2559,Augusto Montano,Chris Heatherly,-255.0,235.0,Red
2560,Edgar Garcia,Hector Urbina,-160.0,150.0,Blue
2561,Yair Rodriguez,Leonardo Morales,-230.0,210.0,Red
2562,Alejandro Perez,Jose Quinonez,215.0,-235.0,Red
2563,Jessica Eye,Leslie Smith,-295.0,265.0,Red
2564,Gabriel Benitez,Humberto Brown,-600.0,450.0,Red
2565,Henry Briones,Guido Cannetti,-135.0,125.0,Red
2566,Marco Beltran,Marlon Vera,205.0,-225.0,Red
2567,Mauricio Rua,Ovince Saint Preux,-160.0,150.0,Blue
2568,Warlley Alves,Alan Jouban,-380.0,340.0,Red
2569,Claudio Silva,Leon Edwards,195.0,-215.0,Red
2570,Dhiego Lima,Jorge de Oliveira,-440.0,390.0,Red
2571,Juliana Lima,Nina Ansaroff,110.0,-130.0,Red
2572,Diego Rivas,Rodolfo Rubio,-150.0,140.0,Red
2573,Caio Magalhaes,Trevor Smith,-280.0,255.0,Red
2574,Leandro Silva,Charlie Brenneman,115.0,-125.0,Red
2575,Thomas Almeida,Tim Gorman,-365.0,328.0,Red
2576,Wagner Silva,Colby Covington,435.0,-500.0,Blue
2577,Luke Rockhold,Michael Bisping,-525.0,450.0,Red
2578,Ross Pearson,Al Iaquinta,-130.0,120.0,Blue
2579,Robert Whittaker,Clint Hester,170.0,-185.0,Red
2580,Soa Palelei,Walt Harris,-178.0,167.0,Red
2581,Jake Matthews,Vagner Rocha,-475.0,420.0,Red
2582,Anthony Perosh,Guto Inocente,200.0,-220.0,Red
2583,Dylan Andrews,Sam Alvey,-150.0,140.0,Blue
2584,Richie Vaculik,Louis Smolka,310.0,-340.0,Blue
2585,Vik Grujic,Chris Clements,-105.0,-105.0,Blue
2586,Luke Zachrich,Daniel Kelly,-290.0,260.0,Blue
2587,Jumabieke Tuerxun,Marcus Brimage,540.0,-660.0,Blue
2588,Jose Aldo,Chad Mendes,-200.0,185.0,Red
2589,Glover Teixeira,Phil Davis,-210.0,190.0,Blue
2590,Fabio Maldonado,Hans Stringer,-130.0,120.0,Red
2591,Darren Elkins,Lucas Martins,-220.0,200.0,Red
2592,Diego Ferreira,Beneil Dariush,-245.0,225.0,Blue
2593,William Patolino,Neil Magny,185.0,-200.0,Blue
2594,Yan Cabral,Naoyuki Kotani,-700.0,568.0,Red
2595,Scott Jorgensen,Wilson Reis,195.0,-215.0,Blue
2596,Felipe Arantes,Andre Fili,150.0,-160.0,Blue
2597,Gilbert Burns,Christos Giagos,-405.0,360.0,Red
2598,Fabricio Camoes,Anthony Rocco Martin,-105.0,-105.0,Blue
2599,Rory MacDonald,Tarec Saffiedine,-430.0,380.0,Red
2600,Raphael Assuncao,Bryan Caraway,-450.0,400.0,Red
2601,Chad Laprise,Yosdenis Cedeno,-320.0,290.0,Red
2602,Elias Theodorou,Bruno Santos,-340.0,280.0,Red
2603,Nordine Taleb,Li Jingliang,-430.0,380.0,Red
2604,Mitch Gagnon,Roman Salazar,-750.0,600.0,Red
2605,Daron Cruickshank,Anthony Njokuani,-110.0,100.0,Red
2606,Olivier Aubin-Mercier,Jake Lindsey,-525.0,450.0,Red
2607,Jason Saggo,Paul Felder,-160.0,150.0,Blue
2608,Paddy Holohan,Chris Kelades,-500.0,435.0,Blue
2609,Albert Tumenov,Matt Dwyer,-440.0,390.0,Red
2610,Pedro Munhoz,Jerrod Sanders,-525.0,450.0,Draw
2611,Gunnar Nelson,Rick Story,-360.0,325.0,Blue
2612,Akira Corassani,Max Holloway,480.0,-570.0,Blue
2613,Ilir Latifi,Jan Blachowicz,-265.0,245.0,Blue
2614,Niklas Backstrom,Mike Wilkinson,-1000.0,650.0,Blue
2615,Magnus Cedenblad,Scott Askham,-120.0,110.0,Red
2616,Nico Musoke,Alexander Yakovlev,-205.0,188.0,Red
2617,Dennis Siver,Charles Rosa,-290.0,260.0,Red
2618,Cathal Pendred,Gasan Umalatov,-140.0,130.0,Red
2619,Tor Troeng,Krzysztof Jotko,130.0,-140.0,Blue
2620,Mairbek Taisumov,Marcin Bandel,-150.0,140.0,Red
2621,Zubaira Tukhugov,Ernest Chavez,-260.0,240.0,Red
2622,Demetrious Johnson,Chris Cariaso,-1450.0,1150.0,Red
2623,Donald Cerrone,Eddie Alvarez,-135.0,125.0,Red
2624,Dustin Poirier,Conor McGregor,240.0,-260.0,Blue
2625,Tim Kennedy,Yoel Romero,-133.0,123.0,Blue
2626,Cat Zingano,Amanda Nunes,-215.0,195.0,Red
2627,Dominick Cruz,Takeya Mizugaki,-560.0,475.0,Red
2628,Jorge Masvidal,James Krause,-320.0,290.0,Red
2629,Patrick Cote,Stephen Thompson,340.0,-380.0,Blue
2630,John Howard,Brian Ebersole,-240.0,220.0,Blue
2631,Jon Tuck,Kevin Lee,220.0,-240.0,Blue
2632,Manvel Gamburyan,Cody Gibson,145.0,-155.0,Red
2633,Mark Hunt,Roy Nelson,-120.0,110.0,Red
2634,Myles Jury,Takanori Gomi,-605.0,505.0,Red
2635,Yoshihiro Akiyama,Amir Sadollah,-155.0,145.0,Red
2636,Miesha Tate,Rin Nakai,-310.0,280.0,Red
2637,Kiichi Kunimoto,Richard Walsh,-235.0,215.0,Red
