Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_profit_on_a_100_credit_winnin_bet,Blue_profit_on_a_100_credit_winnin_bet
1439,Katlyn Chookagian,Irene Aldana,-135.0,115.0,Red,David Teymur,Drakkar Klose,-130.0,110.0,Red,76.92307692,110.0
1440,Jenel Lausa,Magomed Bibulatov,470.0,-640.0,Blue,Felice Herrig,Cortney Casey,-115.0,-105.0,Red,86.95652174,95.23809524
1441,Jimi Manuwa,Corey Anderson,-145.0,125.0,Red,Amanda Cooper,Angela Magana,-525.0,415.0,Red,19.04761905,415.0
1442,Gunnar Nelson,Alan Jouban,-335.0,275.0,Red,Sabah Homasi,Abdul Razak Alhassan,225.0,-265.0,Blue,225.0,37.73584906
1443,Brad Pickett,Marlon Vera,-150.0,130.0,Blue,Jeremy Kimball,Dominick Reyes,415.0,-525.0,Blue,415.0,19.04761905
1444,Arnold Allen,Makwan Amirkhani,-115.0,-105.0,Red,Justin Willis,Allen Crowder,-230.0,190.0,Red,43.47826087,190.0
1445,Joe Duffy,Reza Madadi,-550.0,425.0,Red,Nicco Montano,Roxanne Modafferi,-210.0,175.0,Red,47.61904762,175.0
1446,Darren Stewart,Francimar Barroso,-210.0,175.0,Blue,Sean O'Malley,Terrion Ware,-230.0,190.0,Red,43.47826087,190.0
1447,Daniel Omielanczuk,Tim Johnson,170.0,-200.0,Blue,Barb Honchak,Lauren Murphy,-240.0,200.0,Blue,41.66666667,200.0
1448,Leon Edwards,Vicente Luque,100.0,-120.0,Red,Eric Spicely,Gerald Meerschaert,150.0,-170.0,Blue,150.0,58.82352941
1449,Marc Diakiese,Teemu Packalen,-175.0,155.0,Red,Joe Soto,Brett Johns,145.0,-165.0,Blue,145.0,60.60606061
1450,Bradley Scott,Scott Askham,135.0,-155.0,Red,Christina Marks,Montana De La Rosa,300.0,-360.0,Blue,300.0,27.77777778
1451,Lina Lansberg,Lucie Pudilova,-400.0,325.0,Red,Andrew Sanchez,Ryan Janes,-600.0,450.0,Blue,16.66666667,450.0
1452,Vitor Belfort,Kelvin Gastelum,285.0,-345.0,Draw,Karine Gevorgyan,Rachael Ostovich,375.0,-420.0,Blue,375.0,23.80952381
1453,Mauricio Rua,Gian Villante,-155.0,135.0,Red,Ariel Beck,Shana Dobson,165.0,-190.0,Blue,165.0,52.63157895
1454,Edson Barboza,Beneil Dariush,-160.0,140.0,Red,Gillian Robertson,Emily Whitmire,165.0,-190.0,Red,165.0,52.63157895
1455,Jussier Formiga,Ray Borg,110.0,-130.0,Blue,Michael Bisping,Kelvin Gastelum,243.0,-285.0,Blue,243.0,35.087719299999996
1456,Bethe Correia,Marion Reneau,-110.0,-110.0,Draw,Li Jingliang,Zak Ottow,-200.0,170.0,Red,50.0,170.0
1457,Alex Oliveira,Tim Means,175.0,-210.0,Red,Wang Guan,Alex Caceres,120.0,-140.0,Red,120.0,71.42857143
1458,Francisco Trinaldo,Kevin Lee,150.0,-170.0,Blue,Muslim Salikhov,Alex Garcia,-220.0,180.0,Blue,45.45454545,180.0
1459,Sergio Moraes,Davi Ramos,-200.0,170.0,Red,Zabit Magomedsharipov,Sheymon Moraes,-500.0,400.0,Red,20.0,400.0
1460,Rani Yahya,Joe Soto,-240.0,200.0,Blue,Song Kenan,Bobby Nash,250.0,-300.0,Red,250.0,33.33333333
1461,Michel Prazeres,Joshua Burkman,-300.0,250.0,Red,Kailin Curran,Yan Xiaonan,120.0,-140.0,Blue,120.0,71.42857143
1462,Rony Jason,Jeremy Kennedy,105.0,-125.0,Blue,Song Yadong,Bharat Kandare,-160.0,140.0,Red,62.5,140.0
1463,Garreth McLellan,Paulo Costa,280.0,-340.0,Blue,Chase Sherman,Shamil Abdurakhimov,105.0,-125.0,Blue,105.0,80.0
1464,Tyron Woodley,Stephen Thompson,120.0,-140.0,Red,Wu Yanan,Gina Mazany,-130.0,120.0,Blue,76.92307692,120.0
1465,Lando Vannata,David Teymur,-360.0,300.0,Blue,Wuliji Buren,Rolando Dy,140.0,-150.0,Blue,140.0,66.66666667
1466,Rashad Evans,Daniel Kelly,-245.0,205.0,Blue,Cyril Asker,Hu Yaozong,-250.0,210.0,Red,40.0,210.0
1467,Amanda Cooper,Cynthia Calvillo,150.0,-170.0,Blue,Fabricio Werdum,Marcin Tybura,-300.0,250.0,Red,33.33333333,250.0
1468,Alistair Overeem,Mark Hunt,-130.0,110.0,Red,Bec Rawlings,Jessica-Rose Clark,-130.0,110.0,Blue,76.92307692,110.0
1469,Marcin Tybura,Luis Henrique,-175.0,155.0,Red,Tim Means,Belal Muhammad,-210.0,175.0,Blue,47.61904762,175.0
1470,Mirsad Bektic,Darren Elkins,-750.0,525.0,Blue,Jake Matthews,Bojan Velickovic,-140.0,120.0,Red,71.42857143,120.0
1471,Iuri Alcantara,Luke Sanders,130.0,-150.0,Red,Elias Theodorou,Daniel Kelly,-310.0,255.0,Red,32.25806452,255.0
1472,Mark Godbeer,Daniel Spitz,-145.0,125.0,Red,Alexander Volkanovski,Shane Young,-640.0,470.0,Red,15.625,470.0
1473,Tyson Pedro,Paul Craig,-140.0,120.0,Red,Ryan Benoit,Ashkan Mokhtarian,-290.0,245.0,Red,34.48275862,245.0
1474,Albert Morales,Andre Soukhamthath,-150.0,130.0,Red,Nik Lentz,Will Brooks,345.0,-430.0,Red,345.0,23.25581395
1475,Derrick Lewis,Travis Browne,-105.0,-115.0,Red,Rashad Coulter,Tai Tuivasa,155.0,-175.0,Blue,155.0,57.14285714
1476,Johny Hendricks,Hector Lombard,110.0,-130.0,Red,Damien Brown,Frank Camacho,105.0,-125.0,Blue,105.0,80.0
1477,Sam Sicilia,Gavin Tucker,130.0,-160.0,Blue,Alex Chambers,Nadia Kassem,170.0,-200.0,Blue,170.0,50.0
1478,Elias Theodorou,Cezar Ferreira,-105.0,-115.0,Red,Jenel Lausa,Eric Shelton,270.0,-330.0,Blue,270.0,30.303030300000003
1479,Sara McMann,Gina Mazany,-800.0,550.0,Red,Anthony Hamilton,Adam Wieczorek,155.0,-175.0,Blue,155.0,57.14285714
1480,Paul Felder,Alessandro Ricci,-370.0,310.0,Red,Dustin Poirier,Anthony Pettis,-110.0,-110.0,Red,90.90909091,90.90909091
1481,Nordine Taleb,Santiago Ponzinibbio,265.0,-325.0,Blue,Matt Brown,Diego Sanchez,-350.0,290.0,Red,28.57142857,290.0
1482,Carla Esparza,Randa Markos,-260.0,200.0,Blue,Junior Albini,Andrei Arlovski,-320.0,260.0,Blue,31.25,260.0
1483,Aiemann Zahabi,Reginaldo Vieira,-275.0,235.0,Red,Nate Marquardt,Cezar Ferreira,225.0,-265.0,Blue,225.0,37.73584906
1484,Jack Marshman,Thiago Santos,145.0,-165.0,Blue,Raphael Assuncao,Matthew Lopez,-370.0,310.0,Red,27.02702703,310.0
1485,Gerald Meerschaert,Ryan Janes,-300.0,250.0,Red,Joe Lauzon,Clay Guida,105.0,-125.0,Blue,105.0,80.0
1486,Holly Holm,Germaine de Randamie,100.0,-130.0,Blue,John Dodson,Marlon Moraes,-125.0,105.0,Blue,80.0,105.0
1487,Anderson Silva,Derek Brunson,100.0,-120.0,Red,Tatiana Suarez,Viviane Pereira,-285.0,243.0,Red,35.087719299999996,243.0
1488,Jacare Souza,Tim Boetsch,-600.0,450.0,Red,Sage Northcutt,Michel Quinones,-190.0,165.0,Red,52.63157895,165.0
1489,Glover Teixeira,Jared Cannonier,-230.0,190.0,Red,Angela Hill,Nina Ansaroff,-170.0,150.0,Blue,58.82352941,150.0
1490,Dustin Poirier,Jim Miller,-450.0,360.0,Red,Court McGee,Sean Strickland,245.0,-290.0,Blue,245.0,34.48275862
1491,Randy Brown,Belal Muhammad,-145.0,115.0,Blue,Jake Collier,Marcel Fortuna,215.0,-255.0,Red,215.0,39.21568627
1492,Wilson Reis,Ulka Sasaki,485.0,-670.0,Red,Darren Stewart,Karl Roberson,185.0,-255.0,Blue,185.0,39.21568627
1493,Nik Lentz,Islam Makhachev,270.0,-330.0,Blue,Michael Bisping,Georges St-Pierre,-120.0,100.0,Blue,83.33333333,100.0
1494,Rick Glenn,Phillipe Nover,-175.0,155.0,Red,Cody Garbrandt,TJ Dillashaw,-210.0,175.0,Blue,47.61904762,175.0
1495,Ryan LaFlare,Roan Carneiro,-325.0,250.0,Red,Joanna Jedrzejczyk,Rose Namajunas,-700.0,500.0,Blue,14.28571429,500.0
1496,Dennis Bermudez,Chan Sung Jung,-185.0,160.0,Blue,Stephen Thompson,Jorge Masvidal,-190.0,165.0,Red,52.63157895,165.0
1497,Alexa Grasso,Felice Herrig,-380.0,315.0,Blue,Johny Hendricks,Paulo Costa,305.0,-365.0,Blue,305.0,27.39726027
1498,Abel Trujillo,James Vick,115.0,-135.0,Blue,James Vick,Joe Duffy,135.0,-155.0,Red,135.0,64.51612903
1499,Ovince Saint Preux,Volkan Oezdemir,-420.0,335.0,Blue,Walt Harris,Mark Godbeer,-370.0,310.0,Blue,27.02702703,310.0
1500,Anthony Hamilton,Marcel Fortuna,-270.0,230.0,Blue,Ovince Saint Preux,Corey Anderson,-175.0,155.0,Red,57.14285714,155.0
1501,Jessica Andrade,Angela Hill,-800.0,550.0,Red,Randy Brown,Mickey Gall,105.0,-125.0,Red,105.0,80.0
1502,Adam Milstead,Curtis Blaydes,325.0,-400.0,Draw,Aleksei Oleinik,Curtis Blaydes,250.0,-300.0,Blue,250.0,33.33333333
1503,Chas Skelly,Chris Gruetzemacher,-350.0,290.0,Red,Aiemann Zahabi,Ricardo Ramos,165.0,-190.0,Blue,165.0,52.63157895
1504,Ricardo Ramos,Michinori Tanaka,105.0,-125.0,Red,Derek Brunson,Lyoto Machida,-145.0,135.0,Red,68.96551724,135.0
1505,Tecia Torres,Bec Rawlings,-450.0,317.0,Red,Demian Maia,Colby Covington,-120.0,100.0,Blue,83.33333333,100.0
1506,Alex Morono,Niko Price,-105.0,-115.0,Draw,Pedro Munhoz,Rob Font,155.0,-175.0,Red,155.0,57.14285714
1507,Daniel Jolly,Khalil Rountree Jr.,145.0,-185.0,Blue,Francisco Trinaldo,Jim Miller,-220.0,180.0,Red,45.45454545,180.0
1508,Valentina Shevchenko,Julianna Pena,-185.0,160.0,Red,Thiago Santos,Jack Hermansson,-110.0,-110.0,Red,90.90909091,90.90909091
1509,Donald Cerrone,Jorge Masvidal,-175.0,155.0,Blue,John Lineker,Marlon Vera,-485.0,385.0,Red,20.6185567,385.0
1510,Andrei Arlovski,Francis Ngannou,335.0,-420.0,Blue,Vicente Luque,Niko Price,-130.0,110.0,Red,76.92307692,110.0
1511,Alex Caceres,Jason Knight,115.0,-135.0,Blue,Antonio Carlos Junior,Jack Marshman,-370.0,330.0,Red,27.02702703,330.0
1512,Nate Marquardt,Sam Alvey,120.0,-140.0,Blue,Hacran Dias,Jared Gordon,135.0,-155.0,Blue,135.0,64.51612903
1513,Raphael Assuncao,Aljamain Sterling,-145.0,125.0,Red,Elizeu Zaleski dos Santos,Max Griffin,-230.0,190.0,Red,43.47826087,190.0
1514,Bobby Nash,Li Jingliang,110.0,-130.0,Blue,Deiveson Figueiredo,Jarred Brooks,125.0,-145.0,Red,125.0,68.96551724
1515,Henrique da Silva,Jordan Johnson,165.0,-190.0,Blue,Marcelo Golm,Christian Colombo,-265.0,225.0,Red,37.73584906,225.0
1516,Eric Spicely,Alessio Di Chirico,-110.0,-110.0,Red,Donald Cerrone,Darren Till,-150.0,130.0,Blue,66.66666667,130.0
1517,Marcos Rogerio de Lima,Jeremy Kimball,-130.0,110.0,Red,Karolina Kowalkiewicz,Jodie Esquibel,-600.0,450.0,Red,16.66666667,450.0
1518,Alexandre Pantoja,Eric Shelton,100.0,-120.0,Red,Jan Blachowicz,Devin Clark,130.0,-150.0,Red,130.0,66.66666667
1519,Jason Gonzalez,JC Cottrell,105.0,-125.0,Red,Oskar Piechota,Jonathan Wilson,-220.0,180.0,Red,45.45454545,180.0
1520,Yair Rodriguez,BJ Penn,-350.0,290.0,Red,Marcin Held,Nasrat Haqparast,-355.0,295.0,Red,28.16901408,295.0
1521,Joe Lauzon,Marcin Held,-140.0,120.0,Red,Damian Stasiak,Brian Kelleher,-115.0,-105.0,Blue,86.95652174,95.23809524
1522,Court McGee,Ben Saunders,-135.0,115.0,Blue,Sam Alvey,Ramazan Emeev,130.0,-150.0,Blue,130.0,66.66666667
1523,John Moraga,Sergio Pettis,140.0,-160.0,Blue,Artem Lobov,Andre Fili,150.0,-170.0,Blue,150.0,58.82352941
1524,Devin Powell,Drakkar Klose,260.0,-320.0,Blue,Salim Touahri,Warlley Alves,250.0,-300.0,Blue,250.0,33.33333333
1525,Frankie Saenz,Augusto Mendes,-160.0,140.0,Blue,Lina Lansberg,Aspen Ladd,200.0,-240.0,Blue,200.0,41.66666667
1526,Aleksei Oleinik,Viktor Pesta,-140.0,120.0,Red,Felipe Arantes,Josh Emmett,200.0,-240.0,Blue,200.0,41.66666667
1527,Anthony Rocco Martin,Alex White,-170.0,150.0,Red,Tony Ferguson,Kevin Lee,-290.0,245.0,Red,34.48275862,245.0
1528,Jocelyn Jones-Lybarger,Nina Ansaroff,135.0,-175.0,Blue,Demetrious Johnson,Ray Borg,-1000.0,650.0,Red,10.0,650.0
1529,Walt Harris,Chase Sherman,-155.0,135.0,Red,Fabricio Werdum,Walt Harris,-210.0,175.0,Red,47.61904762,175.0
1530,Bojan Mihajlovic,Joachim Christensen,210.0,-250.0,Blue,Mara Romero Borella,Kalindra Faria,215.0,-255.0,Red,215.0,39.21568627
1531,Dmitrii Smoliakov,Cyril Asker,100.0,-120.0,Blue,Tom Duquesnoy,Cody Stamann,-160.0,140.0,Blue,62.5,140.0
1532,Amanda Nunes,Ronda Rousey,165.0,-190.0,Red,Pearl Gonzalez,Poliana Botelho,140.0,-160.0,Blue,140.0,62.5
1533,Dominick Cruz,Cody Garbrandt,-245.0,205.0,Blue,Matt Schnell,Marco Beltran,-125.0,105.0,Red,80.0,105.0
1534,TJ Dillashaw,John Lineker,-230.0,190.0,Red,John Moraga,Magomed Bibulatov,425.0,-550.0,Red,425.0,18.18181818
1535,Dong Hyun Kim,Tarec Saffiedine,-145.0,125.0,Red,Thales Leites,Brad Tavares,155.0,-175.0,Blue,155.0,57.14285714
1536,Louis Smolka,Ray Borg,120.0,-140.0,Blue,Ovince Saint Preux,Yushin Okami,-430.0,345.0,Red,23.25581395,345.0
1537,Johny Hendricks,Neil Magny,170.0,-200.0,Blue,Claudia Gadelha,Jessica Andrade,-290.0,245.0,Blue,34.48275862,245.0
1538,Antonio Carlos Junior,Marvin Vettori,-120.0,100.0,Red,Takanori Gomi,Dong Hyun Ma,290.0,-350.0,Blue,290.0,28.57142857
1539,Mike Pyle,Alex Garcia,180.0,-220.0,Blue,Gokhan Saki,Henrique da Silva,-200.0,170.0,Red,50.0,170.0
1540,Brandon Thatch,Niko Price,-155.0,135.0,Blue,Teruto Ishihara,Rolando Dy,-155.0,135.0,Red,64.51612903,135.0
1541,Alex Oliveira,Tim Means,-140.0,120.0,Draw,Jussier Formiga,Ulka Sasaki,-420.0,335.0,Red,23.80952381,335.0
1542,Paige VanZant,Michelle Waterson,-110.0,-110.0,Blue,Keita Nakamura,Alex Morono,-110.0,-110.0,Red,90.90909091,90.90909091
1543,Sage Northcutt,Mickey Gall,140.0,-160.0,Blue,Syuri Kondo,Chanmi Jeon,-150.0,130.0,Red,66.66666667,130.0
1544,Urijah Faber,Brad Pickett,-340.0,280.0,Red,Shinsho Anzai,Luke Jumeau,215.0,-255.0,Red,215.0,39.21568627
1545,Alan Jouban,Mike Perry,125.0,-145.0,Red,Daichi Abe,Hyun Gyu Lim,100.0,-120.0,Red,100.0,83.33333333
1546,Henrique da Silva,Paul Craig,-230.0,190.0,Blue,Luke Rockhold,David Branch,-500.0,400.0,Red,20.0,400.0
1547,Cole Miller,Mizuto Hirota,-115.0,-105.0,Blue,Mike Perry,Alex Reyes,-420.0,335.0,Red,23.80952381,335.0
1548,Bryan Barberena,Colby Covington,300.0,-360.0,Blue,Hector Lombard,Anthony Smith,135.0,-155.0,Blue,135.0,64.51612903
1549,James Moontasri,Alex Morono,-135.0,115.0,Blue,Gregor Gillespie,Jason Gonzalez,-420.0,335.0,Red,23.80952381,335.0
1550,Josh Emmett,Scott Holtzman,-195.0,168.0,Red,Kamaru Usman,Sergio Moraes,-1000.0,650.0,Red,10.0,650.0
1551,Leslie Smith,Irene Aldana,255.0,-310.0,Red,Justin Ledet,Zu Anyanwu,-470.0,375.0,Red,21.27659574,375.0
1552,Eddie Wineland,Takeya Mizugaki,-170.0,150.0,Red,Anthony Rocco Martin,Olivier Aubin-Mercier,-115.0,-105.0,Blue,86.95652174,95.23809524
1553,Hector Sandoval,Fredy Serrano,-125.0,105.0,Red,Anthony Hamilton,Daniel Spitz,-192.0,177.0,Blue,52.08333333,177.0
1554,Bojan Velickovic,Sultan Aliev,-160.0,140.0,Blue,Krzysztof Jotko,Uriah Hall,-200.0,170.0,Blue,50.0,170.0
1555,Max Holloway,Anthony Pettis,-300.0,250.0,Red,Jason Saggo,Gilbert Burns,130.0,-150.0,Blue,130.0,66.66666667
1556,Donald Cerrone,Matt Brown,-300.0,250.0,Red,Amanda Nunes,Valentina Shevchenko,125.0,-145.0,Red,125.0,68.96551724
1557,Cub Swanson,Dooho Choi,195.0,-235.0,Red,Neil Magny,Rafael Dos Anjos,165.0,-190.0,Blue,165.0,52.63157895
1558,Tim Kennedy,Kelvin Gastelum,-125.0,105.0,Blue,Henry Cejudo,Wilson Reis,-400.0,325.0,Red,25.0,325.0
1559,Jordan Mein,Emil Meek,-170.0,150.0,Blue,Ilir Latifi,Tyson Pedro,120.0,-140.0,Red,120.0,71.42857143
1560,Nikita Krylov,Misha Cirkunov,-115.0,-105.0,Blue,Jeremy Stephens,Gilbert Melendez,-115.0,-105.0,Red,86.95652174,95.23809524
1561,Olivier Aubin-Mercier,Drew Dober,-185.0,160.0,Red,Sara McMann,Ketlen Vieira,-200.0,170.0,Blue,50.0,170.0
1562,Valerie Letourneau,Viviane Pereira,-120.0,100.0,Blue,Sarah Moras,Ashlee Evans-Smith,260.0,-320.0,Red,260.0,31.25
1563,Mitch Gagnon,Matthew Lopez,-130.0,110.0,Blue,Gavin Tucker,Rick Glenn,-370.0,310.0,Blue,27.02702703,310.0
1564,John Makdessi,Lando Vannata,135.0,-155.0,Blue,Mitch Clarke,Alex White,180.0,-220.0,Blue,180.0,45.45454545
1565,Jason Saggo,Rustam Khabilov,180.0,-220.0,Blue,Luis Henrique,Arjan Bhullar,175.0,-210.0,Blue,175.0,47.61904762
1566,Zach Makovsky,Dustin Ortiz,-130.0,110.0,Blue,Kajan Johnson,Adriano Martins,450.0,-600.0,Red,450.0,16.66666667
1567,Derrick Lewis,Shamil Abdurakhimov,-250.0,210.0,Red,Alexander Volkov,Stefan Struve,-130.0,110.0,Red,76.92307692,110.0
1568,Francis Ngannou,Anthony Hamilton,-440.0,350.0,Red,Siyar Bahadurzada,Rob Wilkinson,-130.0,110.0,Red,76.92307692,110.0
1569,Corey Anderson,Sean O'Connell,-400.0,325.0,Red,Marion Reneau,Talita Bernardo,-320.0,260.0,Red,31.25,260.0
1570,Gian Villante,Saparbeg Safarov,-190.0,165.0,Red,Leon Edwards,Bryan Barberena,-250.0,210.0,Red,40.0,210.0
1571,Justine Kish,Ashley Yoder,-230.0,190.0,Red,Darren Till,Bojan Velickovic,-190.0,165.0,Red,52.63157895,165.0
1572,Randy Brown,Brian Camozzi,-150.0,130.0,Red,Mairbek Taisumov,Felipe Silva,-525.0,450.0,Red,19.04761905,450.0
1573,Joe Gigliotti,Gerald Meerschaert,170.0,-200.0,Blue,Michel Prazeres,Mads Burnell,-390.0,320.0,Red,25.64102564,320.0
1574,Andrew Sanchez,Trevor Smith,-200.0,170.0,Red,Rustam Khabilov,Desmond Green,-250.0,210.0,Red,40.0,210.0
1575,Tiago Trator,Shane Burgos,165.0,-190.0,Blue,Francimar Barroso,Aleksandar Rakic,125.0,-145.0,Blue,125.0,68.96551724
1576,Frankie Perez,Marc Diakiese,220.0,-260.0,Blue,Mike Santiago,Zabit Magomedsharipov,325.0,-400.0,Blue,325.0,25.0
1577,Keith Berish,Ryan Janes,130.0,-150.0,Blue,Bojan Mihajlovic,Abdul-Kerim Edilov,485.0,-670.0,Blue,485.0,14.92537313
1578,Juliana Lima,JJ Aldrich,-230.0,190.0,Red,Thibault Gouti,Andrew Holbrook,155.0,-175.0,Red,155.0,57.14285714
1579,Demetrious Johnson,Tim Elliott,-900.0,600.0,Red,Sergio Pettis,Brandon Moreno,155.0,-175.0,Red,155.0,57.14285714
1580,Joseph Benavidez,Henry Cejudo,-200.0,163.0,Red,Randa Markos,Alexa Grasso,180.0,-220.0,Blue,180.0,45.45454545
1581,Jake Ellenberger,Jorge Masvidal,175.0,-210.0,Blue,Alan Jouban,Niko Price,-165.0,145.0,Blue,60.60606061,145.0
1582,Ion Cutelaba,Jared Cannonier,-230.0,190.0,Blue,Martin Bravo,Humberto Bandenay,-300.0,250.0,Blue,33.33333333,250.0
1583,Sara McMann,Alexis Davis,-155.0,135.0,Red,Sam Alvey,Rashad Evans,-130.0,110.0,Red,76.92307692,110.0
1584,Brandon Moreno,Ryan Benoit,-190.0,165.0,Red,Alejandro Perez,Andre Soukhamthath,-165.0,145.0,Red,60.60606061,145.0
1585,Gray Maynard,Ryan Hall,145.0,-165.0,Blue,Bradley Scott,Jack Hermansson,240.0,-280.0,Blue,240.0,35.71428571
1586,Rob Font,Matt Schnell,-270.0,230.0,Red,Dustin Ortiz,Hector Sandoval,-175.0,155.0,Red,57.14285714,155.0
1587,Dong Hyun Ma,Brendan O'Reilly,-150.0,130.0,Red,Henry Briones,Rani Yahya,190.0,-230.0,Blue,190.0,43.47826087
1588,Kailin Curran,Jamie Moyle,-120.0,100.0,Blue,Jose Quinonez,Diego Rivas,-245.0,205.0,Red,40.81632653,205.0
1589,Elvis Mutapcic,Anthony Smith,-105.0,-115.0,Blue,Joseph Morales,Roberto Sanchez,100.0,-120.0,Red,100.0,83.33333333
1590,Josh Stansbury,Devin Clark,-105.0,-115.0,Blue,Alvaro Herrera,Jordan Rinaldi,185.0,-225.0,Blue,185.0,44.44444444
1591,Robert Whittaker,Derek Brunson,100.0,-120.0,Red,Tyron Woodley,Demian Maia,-220.0,180.0,Red,45.45454545,180.0
1592,Jake Matthews,Andrew Holbrook,-550.0,425.0,Blue,Cris Cyborg,Tonya Evinger,-1250.0,800.0,Red,8.0,800.0
1593,Kyle Noke,Omari Akhmedov,-110.0,-110.0,Blue,Robbie Lawler,Donald Cerrone,-155.0,135.0,Red,64.51612903,135.0
1594,Yusuke Kasuya,Alexander Volkanovski,135.0,-155.0,Blue,Jimi Manuwa,Volkan Oezdemir,-175.0,155.0,Blue,57.14285714,155.0
1595,Khalil Rountree Jr.,Tyson Pedro,-105.0,-115.0,Blue,Ricardo Lamas,Jason Knight,-105.0,-115.0,Red,95.23809524,86.95652174
1596,Seohee Ham,Danielle Taylor,-110.0,-110.0,Blue,Aljamain Sterling,Renan Barao,110.0,-130.0,Red,110.0,76.92307692
1597,Daniel Kelly,Chris Camozzi,165.0,-190.0,Red,Brian Ortega,Renato Moicano,160.0,-185.0,Red,160.0,54.05405405
1598,Damien Brown,Jon Tuck,130.0,-150.0,Red,Andre Fili,Calvin Kattar,-175.0,155.0,Blue,57.14285714,155.0
1599,Richard Walsh,Jonathan Meunier,-135.0,115.0,Blue,Kailin Curran,Alexandra Albu,155.0,-175.0,Blue,155.0,57.14285714
1600,Ben Nguyen,Geane Herrera,-140.0,120.0,Red,Eric Shelton,Jarred Brooks,125.0,-145.0,Blue,125.0,68.96551724
1601,Dan Hooker,Jason Knight,-145.0,125.0,Blue,Joshua Burkman,Drew Dober,255.0,-310.0,Blue,255.0,32.25806452
1602,Marlon Vera,Ning Guangyou,-110.0,-110.0,Red,Chris Weidman,Kelvin Gastelum,135.0,-155.0,Red,135.0,64.51612903
1603,Yao Zhikui,Jenel Lausa,115.0,-135.0,Blue,Dennis Bermudez,Darren Elkins,-210.0,175.0,Blue,47.61904762,175.0
1604,Ryan Bader,Rogerio Nogueira,-340.0,280.0,Red,Patrick Cummins,Gian Villante,175.0,-210.0,Red,175.0,47.61904762
1605,Thomas Almeida,Albert Morales,-300.0,250.0,Red,Jimmie Rivera,Thomas Almeida,-185.0,160.0,Red,54.05405405,160.0
1606,Claudia Gadelha,Cortney Casey,-460.0,365.0,Red,Lyman Good,Elizeu Zaleski dos Santos,-150.0,130.0,Blue,66.66666667,130.0
1607,Thales Leites,Krzysztof Jotko,-135.0,115.0,Blue,Rafael Natal,Eryk Anders,-105.0,-115.0,Blue,95.23809524,86.95652174
1608,Warlley Alves,Kamaru Usman,175.0,-210.0,Blue,Ryan LaFlare,Alex Oliveira,-175.0,155.0,Blue,57.14285714,155.0
1609,Sergio Moraes,Zak Ottow,-150.0,130.0,Red,Damian Grabowski,Chase Sherman,205.0,-245.0,Blue,205.0,40.81632653
1610,Cezar Ferreira,Jack Hermansson,110.0,-130.0,Red,Kyle Bochniak,Jeremy Kennedy,245.0,-290.0,Blue,245.0,34.48275862
1611,Marcos Rogerio de Lima,Gadzhimurad Antigulov,-165.0,145.0,Blue,Brian Kelleher,Marlon Vera,-235.0,195.0,Blue,42.55319149,195.0
1612,Johnny Eduardo,Manvel Gamburyan,-140.0,120.0,Red,Tim Johnson,Junior Albini,-280.0,240.0,Blue,35.71428571,240.0
1613,Luis Henrique,Christian Colombo,-290.0,245.0,Red,Shane Burgos,Godofredo Pepey,-700.0,500.0,Red,14.28571429,500.0
1614,Pedro Munhoz,Justin Scoggins,135.0,-155.0,Red,Frankie Perez,Chris Wade,300.0,-360.0,Blue,300.0,27.77777778
1615,Francimar Barroso,Darren Stewart,-155.0,135.0,Draw,Gunnar Nelson,Santiago Ponzinibbio,-174.0,164.0,Blue,57.47126437,164.0
1616,Gegard Mousasi,Uriah Hall,-560.0,430.0,Red,Joanne Calderwood,Cynthia Calvillo,180.0,-220.0,Blue,180.0,45.45454545
1617,Ross Pearson,Stevie Ray,-105.0,-115.0,Blue,Stevie Ray,Paul Felder,-185.0,160.0,Blue,54.05405405,160.0
1618,Tim Johnson,Alexander Volkov,-150.0,130.0,Blue,Jack Marshman,Ryan Janes,-500.0,400.0,Red,20.0,400.0
1619,Artem Lobov,Teruto Ishihara,220.0,-260.0,Red,Khalil Rountree Jr.,Paul Craig,-145.0,125.0,Red,68.96551724,125.0
1620,Magnus Cedenblad,Jack Marshman,-250.0,210.0,Blue,James Mulheron,Justin Willis,130.0,-140.0,Blue,130.0,71.42857143
1621,Kyoji Horiguchi,Ali Bagautinov,-200.0,170.0,Red,Danny Roberts,Bobby Nash,-190.0,165.0,Red,52.63157895,165.0
1622,Kevin Lee,Magomed Mustafaev,-145.0,125.0,Red,Alexandre Pantoja,Neil Seery,-350.0,290.0,Red,28.57142857,290.0
1623,Anna Elmose,Amanda Cooper,-140.0,120.0,Blue,Charlie Ward,Galore Bofando,175.0,-210.0,Blue,175.0,47.61904762
1624,Justin Ledet,Mark Godbeer,-140.0,130.0,Red,Danny Henry,Daniel Teymur,150.0,-170.0,Red,150.0,58.82352941
1625,Zak Cummings,Alexander Yakovlev,-170.0,150.0,Red,Brett Johns,Albert Morales,-350.0,290.0,Red,28.57142857,290.0
1626,Marion Reneau,Milana Dudieva,-225.0,185.0,Red,Leslie Smith,Amanda Lemos,-225.0,185.0,Red,44.44444444,185.0
